A,B
'Esta weona está loca loca loca internarla yaaa',Agresivo
'Estamos hablando de les contaron película maravillosa Bachelet Los trajo y dejó botados  Ella dejó país 182000 millones de dólares de deuda externa desastre  Les mintió',NoAgresivo
'Estamos haciendo taller y mi compañera me pregunta cuál 2 y le dije B po y weona me dice “B de vaca” JFKKSKF QUE ESTAI HABLANDO INDECENTE CULIA',Agresivo
'Estan cabrones tiempos cuales vivimos ahora mismo No no haya respeto hacia mujer no hay respeto hacia vida hacia individuo tal ',NoAgresivo
'Estas mujeres vino ves mas buenas',NoAgresivo
'estas segura maraca culia catrillanca asalto profesoras callate bastarda culiaa',Agresivo
'Este artículo vale más de parece Por dice y dice @Mireia_VR mujer de pies cabeza Una madre maravillosa Una compañera ejemplar Y además colega estupenda ',NoAgresivo
'ESTE HDP HABLA COMO SI EL FUESE AJENO A TODO EL DESASTRE SOCIALISTA ',Agresivo
'Este man se volvió mujer lesbiana Maravillosa jugada',NoAgresivo
'Este viaje Chile me sirvio confirmar no hay chilenas lindas Y todos hombres son Gary Medel',NoAgresivo
'Estos sacos de w Tanto q hablan de Penta y UDI no hablamos de aportes reservados campaña de Bachelet',Agresivo
'Estoy convencido k votación decidir Bachelet renuncia ganaría y mas votos k misma elección presidencial',NoAgresivo
'Estoy decepcionada de chilenas creia lindas [ no me gusta insultando mexicanos osea parte de méxico|;',NoAgresivo
'Estoy perra puerca sucia asquerosa',Agresivo
'Estoy orgullosa de ti Kimberly grande fuerteuna mujer y cumple se propone retos más difíciles asta mas asquerosos no le hagas caso haters tú heres mujer maravillosa y hermosa te quiero mucho',NoAgresivo
'Estoy obsesionada vida de Marie Curie qué maravillosa mujer',NoAgresivo
'pensando anotarme misma carrera de nuevo y perra seguía y seguía',Agresivo
'Estupenda iniciativa de nuestra universidad privada poniendo mujer y priorizando investigación',NoAgresivo
'Estupenda Janeth mujer guapa valiente mejor periodista de este País nuestros respetos y apoyo incondicional',NoAgresivo
'Estupenda mujer trabajadora e inteligente no muchas chupa Sangres comunistas caminantes de alfombra roja q no quieran terminaron estudios cathy presidente',Agresivo
'Ex ministro de Hacienda de Bachelet afirmó reforma pensiones propuesta gobierno de Piñera vergüenza En mi opinión resulta verdaderamente vergonzoso desempeño de Valdes ministro de finanzas de Chile Puras excusas cero resultado',NoAgresivo
'Excelente gobierno Plan de Retorno Humanitario Los #haitianos traídos engañados durante gobierno de Bachelet y ahora se les está cumpliendo deseo volver propio país La izquierda quiso acabar identidad chilena y no les resultó ',NoAgresivo
'Excelente noticia legado de Bachelet avanza y pinera retrocede ',NoAgresivo
'Explíquenme favor qué mujer deja de madre parto sea cesárea',NoAgresivo
'Falsa traidora traicionera no me hables más',Agresivo
'Falta poco diosa hermosa divina mamasita tierna y adorable maravillosa mujer @danielaacallee cumplá añitooos',NoAgresivo
'Felicidades eternas mujer de corazón sublime Y vayas tu camino viento favor Y suerte siempre roce tu corazón se te quiere montón',NoAgresivo
'felicidades Señora y distinguida dama Usted merece mucho respeto Porque no necesita de excusas salir adelante y gran mujer ',NoAgresivo
'Felicitaciones compañer@s @prensaPS 82°AniversarioVamos junt@s cumpliendo programa de @NuevaMayoriacl y apoyando Bachelet',NoAgresivo
'Felicitaciones Ministra @GloriaHutt salvar miles de vidas nuevo límite de velocidad ciudades Las ciudades chilenas alcanzar Objetivos Globales de Desarrollo más lindas más saludables y competitivas ',NoAgresivo
'Felicitaciones mujer maravillosa inteligente creyente @MoralesViviane Digna representante de mujeres Dios te siga usando ',NoAgresivo
'Feliz de acompañar mujer maravillosa y talentosa Margarita Martínez premiada muchas veces exterior excelentes documentales No pasó y no pasará nunca censura Construiremos memoria y reconciliación ',NoAgresivo
'Feliz de estar juntos mi amorde despertar día y q mujer maravillosa está mi lado y me da amorMi bomboncito ',NoAgresivo
'Feliz día mis mamás me tuvo y me crío Un placer haber sido adoptada mujer maravillosa y haber vientre de luchó hasta verme familia',NoAgresivo
'Feliz día todas mujeres excepto perra zorra maraca culia ojalá se le qede metió tanpom choro wuacha culia',Agresivo
'felíz día mujeres chilenasempeñosas lindas y alma llena de sueños besos y abrazos y se puedecon harto animooo',NoAgresivo
'Feliz mi Presidenta #Bachelet Cuenta nuestro apoyo transformar Chile mejor pais',NoAgresivo
'Feo feo Sr Boric Engañar país miserable decirlo menos',NoAgresivo
'FLAITE CULIÁ PROMEDIO se jura rica y da vergüenza Se cree comerse cuico come chicle vaca aún dice oe hermano DA ASCO ',Agresivo
'Flavia culia fea maraca ctm COMO CAMBIAI A UN RUSIO RICO POR UN RUSIO METIZO EGOLATRA Y DESABRIDO respeto ',Agresivo
'Flor de DIPUTADOS No estos quienes venian renovar política🤔',NoAgresivo
'FRANCIA ES HIPERCOMUNISTA WEONA TONTA',Agresivo
'Frente amplio siempre sido partido político marxista',NoAgresivo
'Fue tráfico descarado  delante de nuestros ojos comenzaron invadir  llegaban aviones llenos de inmigrantes El PS Bachelet enano maldito Je$uitas  todos coludidos  ',Agresivo
'Fueraaa traición de boric al país',NoAgresivo
'Fueran Generales de Ejército Boric y Maite Orsini habrían pasado retiro',NoAgresivo
'Fueron engañados MICHELLE BACHELET Y SUS SECUACES Ahora @GobiernodeChile @sebastianpinera TIENEN QUE RETORNARLOS A TODOS Algunos andan perdidos y se quedaron abajo avión',NoAgresivo
'Fuerte Caída producción industrial y aumento de cesantia Si esto hubiera pasado Bachelet ya tendríamos milicos calles weon ',NoAgresivo
'FUERTE Y CLARO ASESINOS Y PARASITOS mas claro mejor',NoAgresivo
'al cine y pendeja ql hija e maraca estuvo spoileando toda película ojala no te dejen ver tele conchetumare ',Agresivo
'Fulvio Rossi no soporta ver ex Maite Orsini haya viajado junto Boric Paris ',NoAgresivo
'Gabriel Boric lunes ya deberia estar investigado justicia Camara de Diputados y Contraloria',NoAgresivo
'Gabriel Boric está creando partido político de extrema izquierda FA agitando alumnos de universidades',NoAgresivo
'Gabriel Boric dado ilustración qué frenteamplista',NoAgresivo
'Gabriel Boric y Maite Orsini se juntan 1 asesino y secuestrador confeso “arrancadita” de viaje oficial',NoAgresivo
'Gaete culia maraca puta mi Catita no te metes ¿escuchaste vieja puta CON CUALQUIERA PERO CON ELLA NO',Agresivo
'genial mesa “soy mujer cuidadora principal moderada gran profesional ',NoAgresivo
'Giorgio Jackson explicas y te complicas mojate potitoY di Boric ayudar Salamanca ',NoAgresivo
'Gisel espero no pienses tu maldita integradora no vemo diciembre perra',Agresivo
'Gob de Piñera no tenía relato sabía cosas Gob de Bachelet relato no cosas',NoAgresivo
'Gracias estas bellas mujeres ACEPTAR EL RETO de conocernos y conversar problemáticas y acciones necesarias consolidar avance de nuestra #Bucaramanga ',NoAgresivo
'Gracias lucha señora Luz Marina La admiro mucho mujer ejemplar fuerte y maravillosa ',NoAgresivo
'Gracias haber sido niña soñadora regaló maravillosa mujer ahora ',NoAgresivo
'Gracias única y especial happy aniversary baby te amo mi vida entera',NoAgresivo
'Gracias Presidente @sebastianpinera costos se envia Señora Bachelet y al Partido Comunista y Socialista',NoAgresivo
'Gran incongruencia de Gabriel Boric Dice condena crimen de Jaime Guzmán y se junta conversar asesino',NoAgresivo
'grítale ventana algo suave QUE MIRAI PENDEJA RESHUSHETUMARE SI YA SÉ QUE TE GUSTO MARACA CULIA ASÍ QUE SALPICA MIERDA le das buenas noches cordialmente y sigues ',Agresivo
'guatona culia aborto de vaca ganado te tienes insultos te están dando  ti no mas te gusta insultar twitt — ',Agresivo
'Guillier #ChaoCabron Eres Hipócrita y Oportunista Aprobaste Energia de 42 Carbón de Bachelet Tu Propuesta  -Hidroelectricas Ecologistas pro Mapuche están contra -Solares más caras 35° Latitud Sacate Lagañas',NoAgresivo
'Ha sido placer conocer gran artista y maravillosa mujer no tardó regalarnos cinco palabras nuestros relatos solidarios ',NoAgresivo
'Hablemos claro vieja cara de perra hambre de y de llegar robar',Agresivo
'Hablemos mejor de asombrosa textura de hombros de mujer ni siquiera se volvió mirarme hoy parque',NoAgresivo
'hablo serio digo ningún país me cae mal chilenas son re lindas y bueno consentidas siempre',NoAgresivo
'Hace rato puras ganas de pegarle cochina culia Que se mete ajeno Le gusta mis babas parece Maraca sapa y conchetumare supierai te paso Eri juanita Pulento vivo ',Agresivo
'deje de creerle Bachelet',NoAgresivo
'Hacete cojer puta barata',Agresivo
'Hagi maldita perra asquerosa qué sos vos llora EGOÍSTA DE MIERDA CÓMO TE ODIO ME ODIO GENTE ME ODIO ME ODIO DEMASIADO',Agresivo
'Hago llamado masivo se pida destitución de @MaiteOrsini y @gabrielboric ',NoAgresivo
'hahhahaha no Bachelet más masiva gorda ahahhahaha',NoAgresivo
'Hasta este punga comunacho corte de pelo de sicario se le permite quiera  ',Agresivo
'Hasta dejamos de decir cosas bellas mujeres ahora considerado acoso sexual Pronto tendremos salir calle abogado parecería vivir secuencia de pleitos',NoAgresivo
'Hay algo le agradecer eternamente pesadez de feministas y me llevaron conocer @julietamongem Coincidir respecto pavotas suelen extremistas de ese movimiento me llevó casarme mujer maravillosa In your face Maffia',NoAgresivo
'Hay hombres buenos y hombres zumbados maraca al igual mujeres buenas y mujeres perversasmuy malas Hay promover igualdad no echar más lecha al fuego',NoAgresivo
'Hay mujeres tratan demasiao’ pa verse lindas mano Lo respeto no hay nada mas lindo natural beauty Embrace yourself bebé Dios te hizo de tal forma razon Todas bellas ponernos 5 kilos de maquillaje ',NoAgresivo
'Hay acostumbrarse defender principios nuestras discusiones y no andar empatando cosas no son iguales',NoAgresivo
'HAY QUE DEMANDAR A STA DEGRADANTE SEÑORA QUE SU POSICIÓN DE OLIGARCA COMO PUTA BARATA NO LE DA EL DERECHO A OFENDER LAS PERSONAS DE OTRAS IDEOLOGÍAS IGUAL PODEMOS DECIR DE ELLA EN UN PARTIDO MAFIOSO Y LLENO DE ASESINOS DESPOJADORES',Agresivo
'Hay tantas mujeres bellas cirugías y hombres prefieren así luego se quejan de les mientes chingados entiende',NoAgresivo
'Hay mal olor Talcahuano Ah llego Bachelet #NoABachelet',NoAgresivo
'Hay veloriohay cajón y hay coronaspero él único qué no qué está muerto finadoNo le creo Bachelet',NoAgresivo
'He conocido chilenas muchísimo más lindas q tú maquillaje y vestirse de maraca ',Agresivo
'hermana culia me regaló calzones vomo 5 tallas menos mía mansa indirecta fea culia matar maraca zorra',Agresivo
'Hermanos venezolanosmejor no bachelet país está vieja yeta',NoAgresivo
'Hermosa dama distinguida y guapa; bella y además inteligente',NoAgresivo
'Hermosa imagen más hermosa usted distinguida dama saludos cordiales',NoAgresivo
'Hermosa y distinguida dama le pido disculpas mis saludos no son de agradó Le deseo bonita tarde y besito',NoAgresivo
'Hermosa preciosa tierna atractiva definitivamente mujer mas bella de latinoamerica siempre sera mi reina mi idola mi gran ejemplo mi vida te amo',NoAgresivo
'hermoso firme junto mi presidenta Bachelet',NoAgresivo
'Hija mujeres o son bellas o son inteligentes y vos sos inteligente',NoAgresivo
'Hola @angelamrobledo necesidad de decirte maravillosa mujer digna sentido de país y comprometida paz y justicia social ',NoAgresivo
'hola estas supongo me recuerdas te vio divina comida y de mis tres mujeres chilenas mas lindasqueria preguntarte trabajAste mi profe villanueva',NoAgresivo
'Hola mega dejen de tratar de limpiar imagen de vaca culiá de patricia maldonado Como tuviera algo de humanidad ',Agresivo
'Hola sr @Mario13868301 se usted quiere follar puta barata mi amo @Adrian26497061 quién decide y manda perra sumisa ',Agresivo
'Hola vengo presumirles feliz junto mi novia y mujer maravillosa al lado gracias atención comunicado',NoAgresivo
'hola quiero mi mamá sea bachelet',NoAgresivo
'Hombre cobrando Bono mujer trabajadora de Bachelet #FAIL',NoAgresivo
'Hoy cumpleaños de mujer excepcional inteligente y maravillosa y decir orgullo mi amiga y mi hermana ',NoAgresivo
'Hoy especialmente quiero dar mi apoyo gran mujer aprecio y quiero años y sé lucha hermano tenga finalmente juicio justo',NoAgresivo
'Hoy llora cielo se otra estrella Como te extrañar loca de mierda te amo siempre abuela alma',NoAgresivo
'Hoy me di cuenta definitivamente hombres no valoran buenas mujeres',NoAgresivo
'Hoy quiero contarte realmente orgulloso de y no te ame digo no de mujer asombrosa de pies cabeza',NoAgresivo
'Hoy quiero dejar de lado “mí perfil” y dar GRACIAS mujer maravillosa MI MADRE Por quererme incondicionalmente y haber hecho de mí hoy aunque veces no te acuerdes de mí sé me llevas tu memoria Siempre mi corazón',NoAgresivo
'Hoy loca de mierda me mordió Cuando le dije me dolía me mordió más fuerte Me dejó marcados dientes Se riéndose y luego fingia demencia Trabajo loca de mierda',Agresivo
'Huachafa esto A ella le han dicho putabipolarlocazorravete peruindígenaeres mierdaetcy podría seguir barbaridades le han dicho Miriam Entre personas han dicho ÁngelAurahMonicaSuso están videos',Agresivo
'Igual molesto doble estándar de SUCIA y DETESTABLE derecha ¿Con qué calidad moral acusan de terrorismo',Agresivo
'Igual media cita se sacó Boric SIONO',NoAgresivo
'IGUAL TE VOY A SACAR LA CONCHETUMARE EN LA PLAZA TE TIENEN DE PAÑUELO MARACA CULIA',Agresivo
'Igualito este hdptodos hablan mierda y comen dólaresotros se disque estudiar otros países comer McDonalds y se dicen socialistascomunistas de mierda',Agresivo
'Imagínate mujer no esté preparada ni lubricada ni deseando relaciones sexuales tenga hacerlo cambio de…',Agresivo
'Impresiona agresividad mundo facho Piñera empeora índices económicos y de dejó Bachelet y culpa de cualquiera menos de Gobierno Cada insulto o amenaza escupen grafica frustración de siempre peores izquierda gobernar',NoAgresivo
'INMORAL El FEP “Fondo de Educación Previsional” creado primera “reforma previsional”de Bacheleteste GOBIERNO FACHO se traspasó completo AFP',NoAgresivo
'ire al @superbigger espero no me toque misma hueona tonta de otra vez',Agresivo
'Jaajjsjaja hueona me bloquea y me psicopatea instagram de amiga  no me robar tu huea de pololo tonta ql ',Agresivo
'JAJAJA ERES UNA ZORRA no sé sentirme halagada no insultarme o ponerme celosa mundo le pones 1 presentarse',Agresivo
'Jajaja saludame puta de tu mamá obviamente barata me imagino gorda enana vieja y culera',Agresivo
'Jajaja y tu tenias esperanzas Boric mariposa traicionera 😂😂😂😂😂😂😂',NoAgresivo
'Jajajaya no Gobierno de Bacheletjaja',NoAgresivo
'Jajajaja ¿la Jiles moralista misma se entrenó Gaddafi y terroristas libios Un chiste weona loca',NoAgresivo
'JAJAJAJAJAA perra mi amiga',NoAgresivo
'Jajajajajahsga se nota q están desesperados Estuvieron 4 años campaña hablando desempleo y catastrófico q Bachelet Y ahora índice mas alto años y buscan culpar aredoble fe tamboresal gbno anterior JAHAHAHAHSHA paren payaseo ',NoAgresivo
'JAJAJAJAJAJA te pasa loca de mierda',Agresivo
'Jajajajajajajajaaaaaaaaaa pobre loca de mierda muerete de arrechera cara de bruja malditaaaaaaaaa',Agresivo
'jajajajajjaja me puedes decir aweona comentaste al principio poco de humanidad buscan oportunidades otros países se mas humana tonta weona',Agresivo
'JAJAJJAJAJAA QUE CAGUE DE RISA ESTA WEONA ES ENFERMA DE FEA TONTA Y RIDICULA JAJAJJAJAJAJAJAJA',Agresivo
'JAK LLAMA A DESENMASCARAR CORRUPCION DE BACHELET En Caval se lavó manos alegando se enteró prensa indica durante y después La Moneda estuvo involucrada estrategia legal y comunicacional de estos hechos',NoAgresivo
'Jamas olvidare este cover mujer asombrosa he increible Dios tenga santa gloria',NoAgresivo
'jjajs tonta no hueona',Agresivo
'jjjj ta wena',NoAgresivo
'Jodete hija de puta conchetumare devuelvete tu país maraca culia',Agresivo
'Junto ti y faltan Te admiro y respeto Artista y Gran Mujer Reina toda Extinción de Palabra',NoAgresivo
'Juntos Licencias Mmmm ',NoAgresivo
'K weona mas ctm hablar vos culia de vieja cahuinera',Agresivo
'Kena Lorenzini Me suenaMe suenaaahhh ya me acordé Una weona loca más',Agresivo
'kim conchetumare liam neeson te salvado vida todas películas y tú no erES CAPAZ DE ACEPTARLE UN PANDA DE PELUCHE MARACA CULIA',Agresivo
'La #Conaf durante administración Bachelet arrastró déficit financiero de $26114 millones de gastos financiamiento más $10 mil millones adicionales no contabilizados El cártel fuego cocinó guiso carta y Supertanker le vino arruinar fiesta',NoAgresivo
'La actualización IOS trae emojis nuevos Pero traigan Soa Bachelet demasiado',NoAgresivo
'La amo bella mujer inteligente madrasa genia me encanta verla td admirable ',NoAgresivo
'La Bachelet pone lupa Brasil y sigue ignorando venezolanos y nicaraguenses sometidos compañeros Maduro y Ortega',NoAgresivo
'La Bachelet dice al Presidente de Brasil tendra mira; ella no dignidad ni moral no principios ni valores corrupta comunista y punto',NoAgresivo
'La cagó Es peligro público está vieja reculiá',Agresivo
'La comisionada BACHELET llego ejercer cargo ONU HA EVITADO CRITICAR LAS VIOLACIONES DE DDHH EN CUBA VENEZUELA Y NICARAGUA Debiera renunciar pues no condiciones PARA SER JUSTA ',NoAgresivo
'La comisionada de DDHH lleva demasiadas muertes espalda  Negligente y temeraria  No trepidó traerlos idioma  Mujer nefasta Michelle Bachelet ',NoAgresivo
'La conchetumadre gallina parió Nunca perra vida serán mejor',Agresivo
'La culpa de Bachelet después feriado después exceso de gente busca y ahora de pelea chinos y estadounidenses ¿Cuando reconocen propios errores política económica',NoAgresivo
'La culpable Bachelet y secuaces no olviden misma PDI indicó Haitianos dejaban pasar problemas orden directa GOBIERNO',NoAgresivo
'La cut ahora no recibe abonos de bachelet estar calladitos ahora ladran no hay mas coima',NoAgresivo
'La derecha mas nunca se de unir frente este nefasto gobierno de Bachelet de Chile ',NoAgresivo
'La esencia de mujer (real) característica maravillosa e inimitable creada Dios Por más intenten ningún cirujano podrá asemejar obra ',NoAgresivo
'La ex presidente Bachelet militante de partido instaló 42 termoeléctricas y nunca dijeron nada Nadie les cree manga de hipócritas ',NoAgresivo
'La falsa doctora bachelet NO QUIERE IR A VENEZUELA A VER DDHH VIOLADOS POR SU CAMARADA COMUNISTA MADURO ',NoAgresivo
'La felicidad de época y de mujer maravillosa ahora cumple sueños saludo y siempre recordándote @ClaMoralesM',NoAgresivo
'La frase mujer maravillosa se vuelto constante mi vida me dicen después de lastimarme volverme mierda y terminar conmigo ',NoAgresivo
'hueona tonta o',Agresivo
'La izquierda no deja vivir paz nadie  son manojo de estúpidos utilizan pobres atacar gobernantes exitosos  En Chile Michelle Bachelet hizo mismo  Sólo pasada logró cargo Debería pagar pena aflictiva este tremendo daño ',NoAgresivo
'La loca coño de trenzas rojas mandarla mierda y dejarla sola mesa estupida engreida  Que personajes #FirstDates766 ',Agresivo
'La malparida de mi vecina apostó perdía Colombia y ahora está celebrando dan ganas COMO DE INCENDIARLE LA CASA A ESA PERRA ASQUEROSA',Agresivo
'La maraca culia care raja ella juntándose criminales de lesa humanidad torturaron y asesinaron habla de reunión de boric y Palma Salamanca conchesumadre care raja ',Agresivo
'La mayor vergüenza mujer tan tonta sirviendo sólo de palera de sápatras',Agresivo
'La mejor manera de abrir piernas de mujer no pidiéndoselo expresamente ejemplo acariciando cabello h…',NoAgresivo
'La Mónica debe típica profe de ed física se come otros profes colegio maraca culia ',Agresivo
'mujer hermosa carita angelical y gime perraque mejor co…',Agresivo
'La mujer más bella no aquella cuerpo escultural siempre hermosa sonrisa y bello corazón ',NoAgresivo
'La mujer más mágica y maravillosa cumple años hoy ',NoAgresivo
'La mujer siempre espera hombre cambie y nunca El hombre nunca espera mujer cambie y siempre lo…',NoAgresivo
'La Mujer Ni sumisa ni devota prefiero linda libre inteligente y loca ',NoAgresivo
'La perra borro comentarios qe bassssuura jajaja',Agresivo
'La nefasta defensa gobierno La desaceleración viene de El problema HOY Asuman srta Bachelet',NoAgresivo
'La ONU y Bachelet son sectarios y corruptos de ideología',NoAgresivo
'La persona creyó mí ídola nadie industria hacía le debemos mucho maravillosa mujer',NoAgresivo
'La Presidenta de UDI entrando visitar asesinos de Punta Peuco ',NoAgresivo
'La primera persona musulmana Congreso de Washington mujer más joven primera gobernadora negra Gente pocas horas historia Estupenda fotogalería de @antonialaborde',NoAgresivo
'La puta mal nacida de Maite m de maraca arribista adicta al pico calugas no le dejó mucosa ni pal cerebro y le cagó mate al goleador histórico de selección de aquí 20 años no más puta culia cagaste vida todos',Agresivo
'La puta más barata fujimorismo usted sra de Condorito',Agresivo
'La putita imputada trepar dependencias ajenas @MaiteOrsini le presta moto al mechero hijo de mechera',Agresivo
'La se mandó Vidal fué de antología Mi presidenta Bachelet experta superar crisis económicas #estadonacional/jaja',NoAgresivo
'La sensibilidad Humana y dulce Mujer encuentras hombre se convierte poesía…',NoAgresivo
'La Señora Gladys Marín respetada derecha extrema de este país mujer integridadY pare tontona de este `panel nombre de gran mujer defender estupideces ',NoAgresivo
'La señora atropelló estudiantes catrehijueputa vieja loca de mierda No hay otra forma de decirlo',Agresivo
'La sonrisa de perra al final me sacó de drogas duras',Agresivo
'Sra Bachelet se pronunció circo quieren socios mejor Ministro de Educación hemos tenido',NoAgresivo
'La terrorista ayer comandante Claudia hoy Presidenta Bachelet diciendo q combatirá terrorismo alguien le cree',NoAgresivo
'La UDI hoy no podido criticar Boric encuentro Negro día de visitas Punta Peuco',NoAgresivo
'La UDI y contrastesEs pecado capital y digno de mayores sanciones hecho Boric se reuna Palma',NoAgresivo
'La última vez Bachelet habló de Venezuela primera quincena de septiembre Mientras tanto dice estará atenta al respeto de DDHH Brasil victoria de Bolsonaro este ni se posicionado todavía Prioridades',NoAgresivo
'La kimberly saco perra realidad ',Agresivo
'La Vieja Amelia mujer mas maravillosa pisado este planeta La respuesta claramente',NoAgresivo
'vieja está weona o se golpeó cabez Cómo defiende este flaite',Agresivo
'La violencia contra se manifiesta de forma física sexual y psicológica Las cifras 2018 indican mujer muere manos de pareja o expareja semana Py ',NoAgresivo
'La violencia contra mujer pandemia mundial y hora de se acabe',NoAgresivo
'La violencia contra mujer se presenta de distintas formas todas consecuencias devastadoras',NoAgresivo
'La weona desgraciadano le deseo mal ojalá atropellen afuera canal fea de mierday atropelle sea Daniel Matamala pa’ metan preso también weon mala leche',Agresivo
'La weona tonta osea no te pase nada tienes vista gorda Esa ignorancia pura de weona habla y no de',Agresivo
'La weona tonta no le pongan color Violeta Eso weá de gustos al y al cabo',Agresivo
'La weona estuvo 10 minutos esperando turno fiambrería Le toca y recién se pone ver mierda llevar y dice “deme de ese queso” CUÁL PO TONTA CULIÁ HABEMOS COMO 20 WEONES DESPUÉS QUE TU',Agresivo
'La weona habla puras weas La típica tonta habla de dice no se entiende nada',Agresivo
'La weona loca e histérica Baja ansiedad mermelá de weas y espera resultados de investigación Eres diputado no hincha Quedaste culo mano decálogo de #pamelajilesdiputada apoya moción junto tu manga tb jaleros qls',Agresivo
'Lacras de mierda no se defender ni asesinos militares ni comunistamuch menos plata de todos',Agresivo
'lanza campaña #SanseLibreDeMachismo colaboración tejido empresarial municipio servirá premiar buenas prácticas empresariales promocionen plena igualdad mujeres y hombres discriminación',NoAgresivo
'LAS AMO MIS CHILENAS LINDAS DISFRUTEN MUCHO Y SUERTE',NoAgresivo
'Las buenas mujeres existen no abdomen plano y responden mensajes putiza',Agresivo
'Las buenas mujeres son raramente hermosas y ustedes cabrones buenas siempre joden razones egoístas',NoAgresivo
'chilenas siempre andan ayudando todos son super lindas todas menos ayudarlas también',NoAgresivo
'LAS CHILENAS SON TAN LINDAS QUE ME DAN GANAS DE IR Y ABRAZAR A TODAS',NoAgresivo
'Las chilenas tambien hicimos tendencia @onedirection mas lindas asi vuelvan Chile ahora Jaj ',NoAgresivo
'Las conductas de odio y discriminación deben terminar Esta concejala RN debe castigadaY le aclaro señorano PdtaBachelet inventó leyes tontas de abortoparidad y anti discriminación;fue país quiere respeto y no conductas homofóbicas',NoAgresivo
'Las feministas no ningún problema mostrar mujeres desnudas El problema mostrar mujeres bellas desnudas',NoAgresivo
'Las feministas tercera generación no comprenden miles de años de evolución le enseñó antecesoras El hombre se rinde totalmente deseos de mujer bella',Agresivo
'más odiadas 2015 Vesta Lugg Luli Bachelet les pasa rubias',Agresivo
'Las minas hablan de respeto mujer y después y se le tiran vagos novia se ríen de mina wampuda o…',Agresivo
'mujeres no bellas o valoradas Esa idea misógina reduce pedazos de carne Somos mucho más rostro y cuerpo también cerebro',NoAgresivo
'LAS MUJERES PERUANAS SON MAS LINDAS QUE LAS CHILENAS ROTAS QUE SE CREEN RUBIAS',Agresivo
'Las mujeres son demasiadas buenas desimulando emociones estar locamente atraídas ti tratas ella te tratan fresh y x qué tu ni te imaginas mood interior Hasta se te confiesa HAHA',NoAgresivo
'mujeres tema de autoestima debemos y creernos buenas ',NoAgresivo
'Las mujeres venimos diferentes medidas colores estilos diferentes sonrisas diferentes maneras de pensar y bellas; problema son estereotipos y no todas cabemos ignorancia peor ceguera',NoAgresivo
'Las niñas de misschile son Súper lindas mujeres Chilenas gral son Hermosas hay muchas y más lindas Partiendo x mi guachita',NoAgresivo
'Las palabras no describir mi amor ti Felicidades mujer más hermosa mundo y mamá maravillosa ',NoAgresivo
'papas subieron están precio récord @felipelarrain culpa de lluvias lluvias fiestas patrias feriados bachelet gobierno anterior no le faltan excusas estos sinvergüenzas',NoAgresivo
'LAUREN PENDEJA CULIA CALMATE HIJA DE PUTA',Agresivo
'Le dije mi mamá iva morir de sobredosis y me dijo ay hueona tonta estupida HHDHSHDJHDHDJD oye mano',Agresivo
'LECCIÓN 3567 COMO MANIPULAR ENCUENTAS ASÍ PRESENTO CADEM LA PREGUNTA POR REFORMA PREVISIONAL CON BACHELET Y PIÑERA pictwittercom/x9f7ZB90M3',NoAgresivo
'lejos mujeres argentinas son mil veces más lindas chilenas me quiero ya de este infierno asqueroso',Agresivo
'Leonor Varela maravillosa mujer Todo mi cariño y apoyo ',NoAgresivo
'les molesta hombre se comporte mujer inconscientemente odian mujeres buenas noches',NoAgresivo
'Lilian Tintori desnuda Bachelet y le realiza feroz emplazamiento ELLA NO HARÁ NADA Comunista y encubrirá Maduro',NoAgresivo
'Lindas hablan de corrido y ideas clarascuestión escasea mujeres chilenas ',NoAgresivo
'Listo mierda sera misss chile ojala no sea weona aspira cantante de disney word  pobre alma quiere princesa',Agresivo
'Llegan buenas noticias EE UU Hoy Cámara de Representantes hay más mujeres y más diversidad nunca No casualidad sean estas personas quienes frenar Trump y defender derechos humanos',NoAgresivo
'llevaba mucho decir @mamenmarquezvoz maravillosa y de luz vez veo 24h me pongo super soft y serio mujer se merece nuestro cariño',NoAgresivo
'Llevo 10 años apoyando y amando ésta maravillosa mujer siempre demostrado mucho ama al igual de plataforma crear conciencia de temas importantes y este mundo lugar mejor así ella merece amor mundo',NoAgresivo
'Lo bueno de productora audiovisual conoce mujeres y todas están buenas',NoAgresivo
'Lo de Carlos Figueroa viniendo de exministro de interior de Concertación misil al gobierno de Bachelet El Code otra vez',NoAgresivo
'Lo de Mimi IMPRESIONANTE Cada semana se supera actuación de hoy sido maravillosa Mimi mujer fuerte garra ternura Eres GRANDE',NoAgresivo
'más bello vida gracias Dios darme bendición de hijo de maravillosa mujer ',NoAgresivo
'Lo más creativo me dijeron hoy haber dicho creo elecciones no son validas además de decirme tontaweona maracatranslesbianaidiotadescerebrada de qué fumo zurda culia etcfue me parecía KENT jajaja',Agresivo
'Lo tal de no entrarle madrazos y luego dicen hombres ganamos más',Agresivo
'Lo me encanta de mujeres todas son perfectas y buenas duda ',NoAgresivo
'LO QUE ME MOLESTA ES QUE LA KENDALL NO LOS PRESENTO BIEN ELLOS NO MERECIAN ESO NO SABE NI LEER LA MARACA CULIA',Agresivo
'Lo teníamos Por culpa de maraca culia entrometida zorra se come mundo no nada',Agresivo
'Lo único le podría decir @cmadinagoitiac1 tú pareces hombre guatona teñida fea CTM te falta pico vieja sapa maraca culia métete zanahoria zorra dejar de hablar webadas…',Agresivo
'Lo dejar “sin postre” pencas “representantes” de derecha Fuese al revés tendrían colgando',NoAgresivo
