A,B
'Gabriel Boric Maite Orsini juntan 1 asesino secuestrador confeso arrancadita viaje oficial',NoAgresivo
'Gaete culia maraca puta Catita te metes escuchaste vieja puta CON CUALQUIERA PERO CON ELLA NO',Agresivo
'genial mesa soy mujer soy cuidadora principal moderada profesional ',NoAgresivo
'Giorgio Jackson explicas te complicas mojate potitoY di Boric ayudar Salamanca ',NoAgresivo
'Gisel espero pienses voy tu maldita integradora vemo diciembre perra',Agresivo
'Gob Pinera tenia relato sabia Gob Bachelet relato sabe',NoAgresivo
'Gracias bellas mujeres ACEPTAR EL RETO conocernos conversar problemáticas acciones necesarias consolidar avance Bucaramanga ',NoAgresivo
'Gracias lucha senora Luz Marina La admiro mujer ejemplar fuerte maravillosa ',NoAgresivo
'Gracias nina sonadora regalo maravillosa mujer eres ',NoAgresivo
'Gracias unica especial happy aniversary baby te amo vida entera',NoAgresivo
'Gracias Presidente sebastianpinera costos envia Senora Bachelet Partido Comunista Socialista',NoAgresivo
'Gran incongruencia Gabriel Boric Dice condena crimen Jaime Guzmán junta conversar asesino',NoAgresivo
'gritale ventana suave QUE MIRAI PENDEJA RESHUSHETUMARE SI YA SE QUE TE GUSTO MARACA CULIA ASI QUE SALPICA MIERDA das noches cordialmente sigues tuyo ',Agresivo
'guatona culia aborto vaca ganado te tienes insultos te están dando  ti mas te gusta insultar twitt — ',Agresivo
'Guillier ChaoCabron Eres Hipocrita Oportunista Aprobaste Energia 42 Carbon Bachelet Tu Propuesta  Hidroelectricas tus Ecologistas pro Mapuche están Solares más caras 35 Latitud Sacate Laganas',NoAgresivo
'Ha verdadero placer artista maravillosa mujer tardo regalarnos palabras relatos solidarios ',NoAgresivo
'Hablemos claro vieja cara perra hambre poder llegar robar',Agresivo
'Hablemos asombrosa textura hombros mujer siquiera volvio mirarme parque',NoAgresivo
'hablo serio digo ningun pais cae mal chilenas re lindas consentidas',NoAgresivo
'Hace rato puras ganas pegarle cochina culia Que mete ajeno Le gusta mis babas Maraca sapa conchetumare supierai te paso Eri juanita Pulento vivo ',Agresivo
'tiempo deje creerle Bachelet',NoAgresivo
'Hacete cojer puta barata',Agresivo
'Hagi maldita perra asquerosa sos vos llora EGOISTA DE MIERDA COMO TE ODIO ME ODIO GENTE ME ODIO ME ODIO DEMASIADO',Agresivo
'Hago llamado masivo pida destitucion MaiteOrsini gabrielboric ',NoAgresivo
'hahhahaha Bachelet más masiva gorda ahahhahaha',NoAgresivo
'Hasta punga comunacho corte pelo sicario permite quiera  ',Agresivo
'Hasta dejamos bellas mujeres considerado acoso sexual Pronto tendremos salir calle abogado pareceria vivir secuencia pleitos',NoAgresivo
'Hay voy agradecer eternamente pesadez feministas llevaron julietamongem Coincidir pavotas suelen extremistas movimiento llevo casarme mujer maravillosa In your face Maffia',NoAgresivo
'Hay hombres hombres zumbados maraca mujeres mujeres perversasmuy malas Hay promover igualdad echar más lecha fuego',NoAgresivo
'Hay mujeres tratan demasiao’ pa verse lindas mano Lo respeto mas lindo natural beauty Embrace yourself bebe Dios te forma razon Todas somos bellas ponernos 5 kilos maquillaje ',NoAgresivo
'Hay acostumbrarse defender principios discusiones andar empatando iguales',NoAgresivo
'HAY QUE DEMANDAR A STA DEGRADANTE SEÑORA QUE SU POSICION DE OLIGARCA COMO PUTA BARATA NO LE DA EL DERECHO A OFENDER LAS PERSONAS DE OTRAS IDEOLOGIAS IGUAL PODEMOS DECIR DE ELLA EN UN PARTIDO MAFIOSO Y LLENO DE ASESINOS DESPOJADORES',Agresivo
'Hay tantas mujeres bellas cirugias hombres prefieren asi quejan mientes chingados entiende',NoAgresivo
'Hay mal olor Talcahuano Ah llego Bachelet NoABachelet',NoAgresivo
'Hay veloriohay cajon coronaspero unico sabe está muerto finadoNo Bachelet',NoAgresivo
'He conocido chilenas muchisimo más lindas q tu maquillaje vestirse maraca ',Agresivo
'hermana culia regalo calzones vomo 5 tallas mia mansa indirecta fea culia voy matar maraca zorra',Agresivo
'Hermanos venezolanosmejor vaya bachelet pais está vieja yeta',NoAgresivo
'Hermosa dama distinguida guapa bella además inteligente',NoAgresivo
'Hermosa imagen más hermosa distinguida dama saludos cordiales',NoAgresivo
'Hermosa distinguida dama pido disculpas mis saludos agrado Le deseo bonita tarde besito',NoAgresivo
'Hermosa preciosa tierna atractiva definitivamente mujer mas bella latinoamerica sera reina idola vida te amo',NoAgresivo
'hermoso firme presidenta Bachelet',NoAgresivo
'Hija mujeres bellas inteligentes vos sos inteligente',NoAgresivo
'Hola angelamrobledo necesidad decirte eres maravillosa mujer digna sentido pais comprometida paz justicia social ',NoAgresivo
'hola supongo recuerdas soy te vio divina comida eres mis mujeres chilenas mas lindasqueria preguntarte trabajAste profe villanueva',NoAgresivo
'Hola mega dejen tratar limpiar imagen vaca culiá patricia maldonado Como tuviera humanidad ',Agresivo
'Hola sr Mario13868301 follar puta barata amo Adrian26497061 decide manda perra sumisa ',Agresivo
'Hola vengo presumirles feliz soy novia mujer maravillosa gracias atencion comunicado',NoAgresivo
'hola quiero mamá bachelet',NoAgresivo
'Hombre cobrando Bono mujer trabajadora Bachelet FAIL',NoAgresivo
'Hoy cumpleanos mujer excepcional inteligente maravillosa puedo orgullo amiga hermana ',NoAgresivo
'Hoy especialmente quiero apoyo mujer aprecio quiero anos lucha hermano finalmente juicio justo',NoAgresivo
'Hoy llora cielo estrella arriba Como te voy extranar loca mierda te amo abuela alma',NoAgresivo
'Hoy di definitivamente hombres valoran mujeres',NoAgresivo
'Hoy quiero contarte realmente orgulloso eres te ame digo verdad eres mujer asombrosa pies cabeza',NoAgresivo
'Hoy quiero dejar perfil GRACIAS mujer maravillosa MI MADRE Por quererme incondicionalmente soy te acuerdes llevas tu memoria Siempre corazon',NoAgresivo
'Hoy loca mierda mordio trabajo Cuando dije dolia mordio más fuerte Me dejo marcados dientes Se riendose fingia demencia Trabajo loca mierda',Agresivo
'Huachafa A putabipolarlocazorravete peruindigenaeres mierdaetcy podria seguir barbaridades Miriam Entre personas AngelAurahMonicaSuso están videos',Agresivo
'Igual molesto doble estándar SUCIA DETESTABLE derecha Con calidad moral acusan terrorismo',Agresivo
'Igual media cita saco Boric SIONO',NoAgresivo
'IGUAL TE VOY A SACAR LA CONCHETUMARE EN LA PLAZA TE TIENEN DE PAÑUELO MARACA CULIA',Agresivo
'Igualito hdptodos hablan mierda comen dolaresotros disque estudiar paises comer McDonalds socialistascomunistas mierda',Agresivo
'Imaginate mujer preparada lubricada deseando relaciones sexuales cambio de…',Agresivo
'Impresiona agresividad mundo facho Pinera empeora indices economicos empleo dejo Bachelet culpa cualquiera Gobierno Cada insulto amenaza escupen grafica frustracion peores izquierda gobernar',NoAgresivo
'INMORAL El FEP Fondo Educacion Previsional creado reforma previsionalde Bacheleteste GOBIERNO FACHO traspaso completo AFP',NoAgresivo
'ire superbigger espero toque hueona tonta',Agresivo
'Jaajjsjaja hueona bloquea psicopatea instagram amiga  voy robar tu huea pololo tonta ql ',Agresivo
'JAJAJA ERES UNA ZORRA sentirme halagada insultarme ponerme celosa mundo pones 1 presentarse',Agresivo
'Jajaja saludame puta tu mamá obviamente barata imagino gorda enana vieja culera',Agresivo
'Jajaja tu tenias esperanzas Boric mariposa traicionera 😂😂😂😂😂😂😂',NoAgresivo
'Jajajaya Gobierno Bacheletjaja',NoAgresivo
'Jajajaja Jiles moralista entreno Gaddafi terroristas libios Un chiste weona loca',NoAgresivo
'JAJAJAJAJAA perra amiga',NoAgresivo
'Jajajajajahsga nota q están desesperados Estuvieron 4 anos campana hablando desempleo catastrofico q Bachelet Y indice mas alto anos buscan culpar aredoble fe tamboresal gbno JAHAHAHAHSHA paren payaseo ',NoAgresivo
'JAJAJAJAJAJA te pasa loca mierda',Agresivo
'Jajajajajajajajaaaaaaaaaa pobre loca mierda muerete arrechera cara bruja malditaaaaaaaaa',Agresivo
'jajajajajjaja puedes aweona comentaste principio humanidad buscan oportunidades paises mas humana tonta weona',Agresivo
'JAJAJJAJAJAA QUE CAGUE DE RISA ESTA WEONA ES ENFERMA DE FEA TONTA Y RIDICULA JAJAJJAJAJAJAJAJA',Agresivo
'JAK LLAMA A DESENMASCARAR CORRUPCION DE BACHELET En Caval lavo manos alegando entero prensa indica despues La Moneda involucrada estrategia legal comunicacional hechos',NoAgresivo
'Jamas olvidare cover mujer asombrosa increible Dios santa gloria',NoAgresivo
'jjajs tonta hueona',Agresivo
'jjjj ta wena',NoAgresivo
'Jodete hija puta conchetumare devuelvete tu pais maraca culia',Agresivo
'Junto ti faltan Te admiro respeto Artista Gran Mujer eres eres Reina Extincion Palabra',NoAgresivo
'Juntos Licencias Mmmm ',NoAgresivo
'K weona mas ctm hablar vos culia vieja cahuinera',Agresivo
'Kena Lorenzini Me suenaMe suenaaahhh acorde Una weona loca más',Agresivo
'kim conchetumare liam neeson te salvado vida peliculas tu erES CAPAZ DE ACEPTARLE UN PANDA DE PELUCHE MARACA CULIA',Agresivo
'La Conaf administracion Bachelet arrastro deficit financiero $26114 millones gastos financiamiento más $10 mil millones adicionales contabilizados El cártel fuego cocino guiso carta Supertanker vino arruinar fiesta',NoAgresivo
'La actualizacion IOS trae emojis Pero traigan Soa Bachelet demasiado',NoAgresivo
'La amo bella mujer inteligente madrasa genia encanta verla td tiempo admirable ',NoAgresivo
'La Bachelet pone lupa Brasil ignorando venezolanos nicaraguenses sometidos companeros Maduro Ortega',NoAgresivo
'La Bachelet Presidente Brasil tendra mira dignidad moral principios valores corrupta comunista punto',NoAgresivo
'La cago Es peligro publico está vieja reculiá',Agresivo
'La comisionada BACHELET llego ejercer cargo ONU HA EVITADO CRITICAR LAS VIOLACIONES DE DDHH EN CUBA VENEZUELA Y NICARAGUA Debiera renunciar condiciones PARA SER JUSTA ',NoAgresivo
'La comisionada DDHH demasiadas muertes espalda  Negligente temeraria  No trepido traerlos saber idioma  Mujer nefasta Michelle Bachelet ',NoAgresivo
'La conchetumadre gallina pario Nunca perra vida serán',Agresivo
'La culpa Bachelet despues feriado largo despues exceso gente busca trabajo pelea chinos estadounidenses Cuando reconocen errores politica economica',NoAgresivo
'La culpable Bachelet secuaces olviden PDI indico Haitianos dejaban pasar problemas orden directa GOBIERNO',NoAgresivo
'La cut recibe abonos bachelet calladitos ladran mas coima',NoAgresivo
'La derecha mas unir frente nefasto gobierno Bachelet Chile ',NoAgresivo
'La esencia mujer (real) caracteristica maravillosa inimitable creada Dios Por más intenten ningun cirujano podrá asemejar obra ',NoAgresivo
'La presidente Bachelet militante partido instalo 42 termoelectricas Nadie cree manga hipocritas ',NoAgresivo
'La falsa doctora bachelet NO QUIERE IR A VENEZUELA A VER DDHH VIOLADOS POR SU CAMARADA COMUNISTA MADURO ',NoAgresivo
'La felicidad epoca mujer maravillosa cumple suenos saludo recordándote ClaMoralesM',NoAgresivo
'La frase eres mujer maravillosa vuelto constante vida despues lastimarme volverme mierda terminar conmigo ',NoAgresivo
'hueona tonta',Agresivo
'La izquierda deja vivir paz  manojo estupidos utilizan pobres atacar gobernantes exitosos  En Chile Michelle Bachelet  Solo logro cargo Deberia pagar pena aflictiva tremendo dano ',NoAgresivo
'La loca cono trenzas rojas mandarla mierda dejarla mesa estupida engreida  Que personajes FirstDates766 ',Agresivo
'La malparida vecina aposto perdia Colombia está celebrando ganas COMO DE INCENDIARLE LA CASA A ESA PERRA ASQUEROSA',Agresivo
'La maraca culia care raja juntándose criminales lesa humanidad torturaron asesinaron habla reunion boric Palma Salamanca conchesumadre care raja ',Agresivo
'La verguenza mujer tan tonta sirviendo palera sápatras',Agresivo
'La abrir piernas mujer pidiendoselo expresamente acariciando cabello h…',NoAgresivo
'La Monica tipica profe ed fisica come profes colegio maraca culia ',Agresivo
'mujer hermosa carita angelical gime perraque co…',Agresivo
'La mujer más bella aquella cuerpo escultural hermosa sonrisa bello corazon ',NoAgresivo
'La mujer más mágica maravillosa cumple anos ',NoAgresivo
'La mujer espera hombre cambie El hombre espera mujer cambie lo…',NoAgresivo
'La Mujer Ni sumisa devota prefiero linda libre inteligente loca ',NoAgresivo
'La perra borro comentarios qe bassssuura jajaja',Agresivo
'La nefasta defensa gobierno La desaceleracion viene El problema HOY Asuman srta Bachelet',NoAgresivo
'La ONU Bachelet sectarios corruptos ideologia',NoAgresivo
'La persona creyo idola industria debemos maravillosa mujer',NoAgresivo
'La Presidenta UDI entrando visitar asesinos Punta Peuco ',NoAgresivo
'La persona musulmana Congreso Washington mujer más joven gobernadora negra Gente horas historia Estupenda fotogaleria antonialaborde',NoAgresivo
'La puta mal nacida Maite m maraca arribista adicta pico calugas dejo mucosa pal cerebro cago mate goleador historico seleccion aqui 20 anos más puta culia cagaste vida',Agresivo
'La puta más barata fujimorismo sra Condorito',Agresivo
'La putita imputada trepar dependencias ajenas MaiteOrsini presta moto mechero hijo mechera',Agresivo
'La mando Vidal antologia Mi presidenta Bachelet experta superar crisis economicas estadonacional/jaja',NoAgresivo
'La sensibilidad Humana dulce Mujer encuentras hombre convierte poesia…',NoAgresivo
'La Senora Gladys Marin respetada derecha extrema pais mujer integridadY pare tontona `panel usar nombre mujer defender estupideces ',NoAgresivo
'La senora atropello estudiantes catrehijueputa vieja loca mierda No forma decirlo',Agresivo
'La sonrisa perra final saco drogas duras',Agresivo
'Sra Bachelet pronuncio circo quieren socios Ministro Educacion',NoAgresivo
'La terrorista comandante Claudia Presidenta Bachelet diciendo q combatirá terrorismo alguien cree',NoAgresivo
'La UDI podido criticar Boric encuentro Negro dia visitas Punta Peuco',NoAgresivo
'La UDI contrastesEs pecado capital digno mayores sanciones Boric reuna Palma',NoAgresivo
'La ultima Bachelet hablo Venezuela quincena septiembre Mientras estará atenta respeto DDHH Brasil victoria Bolsonaro posicionado todavia Prioridades',NoAgresivo
'La verdad kimberly saco perra realidad ',Agresivo
'La Vieja Amelia mujer mas maravillosa pisado planeta La respuesta claramente',NoAgresivo
'vieja está weona golpeo cabez Como defiende flaite',Agresivo
'La violencia manifiesta forma fisica sexual psicologica Las cifras 2018 indican mujer muere manos pareja expareja semana Py ',NoAgresivo
'La violencia mujer pandemia mundial hora acabe',NoAgresivo
'La violencia mujer presenta distintas formas consecuencias devastadoras',NoAgresivo
'La weona desgraciadano deseo mal ojalá atropellen afuera canal fea mierday atropelle Daniel Matamala pa’ metan preso tambien weon mala leche',Agresivo
'La weona tonta osea te pase tienes vista gorda Esa ignorancia pura weona habla sabe',Agresivo
'La weona tonta pongan color Violeta Eso weá gustos cabo',Agresivo
'La weona 10 minutos esperando turno fiambreria Le toca recien pone mierda deme queso CUAL PO TONTA CULIA HABEMOS COMO 20 WEONES DESPUES QUE TU',Agresivo
'La weona habla puras weas La tipica tonta habla entiende',Agresivo
'La weona loca histerica Baja ansiedad mermelá weas espera resultados investigacion Eres diputado hincha Quedaste culo mano decálogo pamelajilesdiputada apoya mocion tu manga tb jaleros qls',Agresivo
'Lacras mierda defender asesinos militares comunistamuch plata',Agresivo
'lanza campana SanseLibreDeMachismo colaboracion tejido empresarial municipio servirá premiar prácticas empresariales promocionen plena igualdad mujeres hombres discriminacion',NoAgresivo
'LAS AMO MIS CHILENAS LINDAS DISFRUTEN MUCHO Y SUERTE',NoAgresivo
'Las mujeres abdomen plano responden mensajes putiza',Agresivo
'Las mujeres raramente hermosas ustedes cabrones joden razones egoistas',NoAgresivo
'chilenas andan ayudando super lindas ayudarlas tambien',NoAgresivo
'LAS CHILENAS SON TAN LINDAS QUE ME DAN GANAS DE IR Y ABRAZAR A TODAS',NoAgresivo
'Las chilenas tambien hicimos tendencia onedirection somos mas lindas asi vuelvan Chile Jaj ',NoAgresivo
'Las conductas odio discriminacion terminar Esta concejala RN castigadaY aclaro senorano PdtaBachelet invento leyes tontas abortoparidad anti discriminacionfue pais respeto conductas homofobicas',NoAgresivo
'Las feministas ningun problema mostrar mujeres desnudas El problema mostrar mujeres bellas desnudas',NoAgresivo
'Las feministas generacion comprenden miles anos evolucion enseno antecesoras El hombre rinde totalmente deseos mujer bella',Agresivo
'más odiadas 2015 Vesta Lugg Luli Bachelet pasa rubias',Agresivo
'Las minas hablan respeto mujer despues tiran vagos novia rien mina wampuda o…',Agresivo
'mujeres bellas valoradas Esa idea misogina reduce pedazos carne Somos más rostro cuerpo tambien cerebro',NoAgresivo
'LAS MUJERES PERUANAS SON MAS LINDAS QUE LAS CHILENAS ROTAS QUE SE CREEN RUBIAS',Agresivo
'Las mujeres demasiadas desimulando emociones locamente atraidas ti tratas te tratan fresh x tu te imaginas mood interior Hasta te confiesa HAHA',NoAgresivo
'mujeres tema autoestima debemos trabajar creernos somos hacemos ',NoAgresivo
'Las mujeres venimos medidas colores estilos sonrisas maneras pensar bellas problema estereotipos cabemos ignorancia peor ceguera',NoAgresivo
'Las ninas misschile Super lindas mujeres Chilenas gral Hermosas más lindas Partiendo x guachita',NoAgresivo
'Las palabras describir amor ti Felicidades mujer más hermosa mundo mamá maravillosa ',NoAgresivo
'papas subieron están precio record felipelarrain culpa lluvias lluvias fiestas patrias feriados bachelet gobierno faltan excusas sinverguenzas',NoAgresivo
'LAUREN PENDEJA CULIA CALMATE HIJA DE PUTA',Agresivo
'Le dije mamá iva morir sobredosis ay hueona tonta estupida HHDHSHDJHDHDJD oye mano',Agresivo
'LECCION 3567 COMO MANIPULAR ENCUENTAS ASI PRESENTO CADEM LA PREGUNTA POR REFORMA PREVISIONAL CON BACHELET Y PIÑERA pictwittercom/x9f7ZB90M3',NoAgresivo
'lejos mujeres argentinas mil más lindas chilenas quiero ir infierno asqueroso',Agresivo
'Leonor Varela maravillosa mujer Todo carino apoyo ',NoAgresivo
'molesta hombre comporte mujer inconscientemente odian mujeres noches',NoAgresivo
'Lilian Tintori desnuda Bachelet realiza feroz emplazamiento ELLA NO HARA NADA Comunista encubrirá Maduro',NoAgresivo
'Lindas hablan corrido ideas clarascuestion escasea mujeres chilenas ',NoAgresivo
'Listo mierda sera misss chile ojala weona aspira cantante disney word  pobre alma princesa',Agresivo
'Llegan noticias EE UU Hoy Cámara Representantes más mujeres más diversidad No casualidad personas frenar Trump defender derechos humanos',NoAgresivo
'llevaba mamenmarquezvoz maravillosa luz veo 24h pongo super soft serio mujer merece carino',NoAgresivo
'Llevo 10 anos apoyando amando maravillosa mujer demostrado ama usar plataforma crear conciencia temas importantes mundo asi merece amor mundo',NoAgresivo
'Lo productora audiovisual conoce mujeres están',NoAgresivo
'Lo Carlos Figueroa viniendo exministro interior Concertacion misil gobierno Bachelet El Code',NoAgresivo
'Lo Mimi IMPRESIONANTE Cada semana supera actuacion maravillosa Mimi mujer fuerte garra ternura Eres GRANDE',NoAgresivo
'más bello vida gracias Dios darme bendicion hijo maravillosa mujer ',NoAgresivo
'Lo más creativo elecciones validas además decirme tontaweona maracatranslesbianaidiotadescerebrada fumo zurda culia etcfue parecia KENT jajaja',Agresivo
'Lo entrarle madrazos hombres ganamos más',Agresivo
'Lo encanta mujeres perfectas duda ',NoAgresivo
'LO QUE ME MOLESTA ES QUE LA KENDALL NO LOS PRESENTO BIEN ELLOS NO MERECIAN ESO NO SABE NI LEER LA MARACA CULIA',Agresivo
'Lo teniamos Por culpa maraca culia entrometida zorra come mundo',Agresivo
'Lo unico podria cmadinagoitiac1 tu pareces hombre guatona tenida fea CTM te falta pico vieja sapa maraca culia metete zanahoria zorra dejar hablar webadas…',Agresivo
'Lo dejar postre pencas representantes derecha Fuese reves tendrian colgando',NoAgresivo
'Lo voy alto aurah eres puta zorra rastrera zorra 2 sentidos dudas',Agresivo
'Loca mierda tu pidiendo recen nino tu hogar humillaste brindaste amor hermano Loca mil',Agresivo
'Los comunistas quieren filas weona mitomana loca drogadicta Jiles x cupo Humanista  suficiente Vellejos Cariola',Agresivo
'Los hombres confunden mujer peleona mujer pensamiento contraria deja…',NoAgresivo
'Los hombres 10 novias ano aaaahhhh mujer 10 novios ano',NoAgresivo
'Los INDH atajaron Bachelet show Camara contaminacion Quintero Puchuncavi BASTA DE MENTIRAS ZURDOSENAP está manos Concertacion ano 1990 termoelectricas problema autorizo Bachelet ',NoAgresivo
'Los inmigrantes vinieron  NO senor Vicuna traidos negociado asqueroso Bachelet hable claro hipocrita claro ustedes jesuitas encanta llegada miseria viven ',NoAgresivo
'Los invito manana funar bachelet talcahuano Para q SRA q pedir perdon fuerza',NoAgresivo
'Los más probable La Comision Etica dejará postre será',NoAgresivo
'Los zurdos aplaudieron 42 termoelectricas ultra contaminantes aprobo comunista Bachelet Presidente  izquierdistas care raja  doble moral socialistocomunista asco  ',NoAgresivo
'Los ninos usan pelo largo mujer',NoAgresivo
'Los mofan fisico Bachelet seguro mamá Miss Chile',NoAgresivo
'Los Weones autorizan 42 Plantas Termoelectricas Carbon Gobierno Bachelet presionan Gobierno Sebastian Pinera cierre Estos Zurdos Mierda CARE RAJA',Agresivo
'Los Zanganos Maite Orsini Garbiel Boric andan culiando partes financiados x',Agresivo
'Lucia perra pone ojete Eva',Agresivo
'Luego multado infringir ley transito Gabriel Boric pide asilo politico Francia jajaja ridiculo',NoAgresivo
'Lule salis perdiendo t conviene perra asquerosa',Agresivo
'Maite Orsini Gabriel Boric recuerdo ciguena trae bebes Paris necesario ir allá hacerlos',NoAgresivo
'Maite Orsini Gabriel Boric visitaron Palma Salamanca moto papeles dia licencia clase C financiados chile jajajajaja',NoAgresivo
'Maldita loca estupida parecida politicos rastreros mirale medio salido lengua hablar disparates Cesar Medina',Agresivo
'Maldita perra asquerosa cortaste tu foto perfil',Agresivo
'Maldita perra desaparecete',Agresivo
'Mames seguro perra barata Kenia vi video Kim ignorante',Agresivo
'Mande brazo armado defienda tierras robamos mapuches terrorisraseso diciendo weona loca',Agresivo
'Manana 13 mujer maravillosa cambiado rumbo pais 15 estados Africanos voluntad teson MujeresIncreibles historia merecen conozcas FrecuenciaVioleta',NoAgresivo
'Maraca ctm india culia intento humano vali callampa fea culia',Agresivo
'maraca culia mala ojala diablo meta orificio vaginal  ',Agresivo
'maraca culia maldita zorra bastarda lávate choro yegua mal parida Se imaginan hablara asi Que ordi podria',NoAgresivo
'maraca culia gaste saldo junaeb voh ando cagao hambre teee odioooooooo',Agresivo
'maraca culia weona te echo  wn maraca ',Agresivo
'Maraca Culia Te Odio Hiciste Sufrir A Mi Brunito Vali Callampa Chupa El Pico Ojala Mueras Eres La Peor Persona Que Existe l',Agresivo
'Maraca culia wn  Pero weona te echo mina  Nada wn Maraca',Agresivo
'Maraca culia conchetumadre perra mal parida te odio weona mal intencionada',Agresivo
'Maraca culiá conchetumadre Le andai chupando pico culiaos Se lei twitter asi sabi pa voh',Agresivo
'Maraca culiá conchetumare amárrate tetas andar maltratando animales aweoná culiá mámame escroto',Agresivo
'Maraca culiá chucha te alegrai muerte persona Enferma ctmre pudrete vo infierno sarnosa mierda estay cerebro Supieran tus papás simia qla hija',Agresivo
'Maraca culia te deseo mal ojalá te ocupen esquina',Agresivo
'Maraca sarnosa Eso puedo ti',Agresivo
'maracaperrabuscate vida comprate vida fea culia loser culia ahuena Vomitare',Agresivo
'Maravillosa imagen Tu mujer monumento envidia amigo tienes mujer sensacioonal',NoAgresivo
'maravillosa presentacion Eres mujer  gracias darnos solidaridad projimo Te admiro ',NoAgresivo
'Maravillosa grande mujer esfuerzo  lucha amor hija tremendo perseverancia Un abrazo',NoAgresivo
'Maravilloso texto maravillosa voz Y maravillosa periodista mujer anado tambien alomorma',NoAgresivo
'Maria Blanco maravillosa habla femenismo rigor seriedad libertades mujer persona Lamentable acoso está recibiendo',NoAgresivo
'Martha Iannini mujer extraordinaria maestra lider hogares ICBF Sabiduria pura literatura infantil infancia Gente creyendo creando cosa maravillosa',NoAgresivo
'Marzo gracias Abril gracias cumplimos Mayo baja culpa Bachelet Junio todavia culpa Julio culpa gbno Agosto ehehel mundosi culpa mundo Septiembreculpa dedelos feriados Octubre  ',NoAgresivo
'Más grave visita Boric Palma S manto duda estado derecho justicia 90',NoAgresivo
'Más hipocrita ve KimberlyLoaiza mostrando cara totalmente modo perra jaja pinche oso',Agresivo
'mas lena fuego tonta weona comunista tenias ',Agresivo
'Más patetico enfermizo weona loca Cathy Barriga conejitos pascua periodismo chanta penca mediocre facho muestra noticia más normal simpático Weones mierda',Agresivo
'Más fijarme fijo forma ama cuerpo mujer necesita medidas 906090 bella lindos ojos enamoran sonrisa encanta valoro más tierna educada rete sonadora',NoAgresivo
'maten vaca culiá asquerosa ladrona verguenza más encima tenida jugo Yupi ordinaria conchesumadre',Agresivo
'Matias rio sostenedor colegios Bachelet cago negocio ',Agresivo
'Matthei re culia tu culpa ir triste vocal te odio getona reculia vay salir maraca zorra pal pico',Agresivo
'Me alegra saludarla decirle reconozco labor mujer gobernante medio hostil machista Gracias representar inteligencia fortaleza mujeres',NoAgresivo
'Me alegro yamisaleh dia dejo liberacion llegara Valiente mujer maravillosa madre ',NoAgresivo
'Me ayudarian entere maravillosa mujer tiempo pequenas conversaciones aprecio',NoAgresivo
'Me cae Boric general cagando heavy tiesto',Agresivo
'Me carga maldita sociedad mujer operaciones puta marrana ofrecer',NoAgresivo
'Me carga bachelet tire piscina adornos palabras bonitas finales cuidados respuestas vacias',NoAgresivo
'carga hermana discuta pololo desquita conmigo despues hdkdnd weona loca ah',Agresivo
'Me tanta lata acude empate Si derecha asesina izquierda asesina Por favor ponganse acuerdo',NoAgresivo
'Me encanta valiente mujer fuerte salir relacion mala estás estupenda Maria más fuerte guapa asi eres mujer ',NoAgresivo
'Me encanta perderme mar azul tu mirada  Saludos distinguida dama tengas lindo domingo proxima semana llena exito acá ayudar',NoAgresivo
'Me gusta farra mujeres vivir amigos vaciando botellas gusta vida encanta amoooor',NoAgresivo
'Me imagino concejala Coronel habla pirulin leyes tontas Bachelet ataca Daniela Vega hora medios comunicacion convirtieron noticia central proxima eleccion deje concejala pase diputada',NoAgresivo
'Me imagino gobierno acostumbrado hecharle culpa reconocerá trabajo Gobierno Pdta Bachelet',NoAgresivo
'Me niego vivir resignada acabaron hombres mujeres Me niego mediocre piensa amor murio coger bestia criterio ',NoAgresivo
'Me parecen bellas mujeres sale apoyo corazon Que notas transparencia te exactamente piensan ',NoAgresivo
'Me perdi mujer perfecta',NoAgresivo
'puse sensible mujeres hermosas empáticas quiero abrazar rodearme feliz',NoAgresivo
'Me siento conmovida orgullosa x tantas mujeres están x Venezuela medio tantas dificultades ',NoAgresivo
'Me bloqueada está weona está dia más tonta nose abogada',Agresivo
'Me voy hermoso recuerdo pude cumplir sueno mujer maravillosa hermosa gracias MicaViciconte tanta alegria sos llena luz orgullosa vos voy olvidar momentos te adoro sos angel',NoAgresivo
'Mejor sepas enferma wattpad plagia autoras escriben ingles normaliza violaciones (está obsesionada violen Jin weona tonta)',Agresivo
'Mi abuela enseno tremendo cae cuchillo viene hombre cuchara viene mujer tenedo…',NoAgresivo
'Mi feminista (ni sabia era) puedo considerar tuiteas puras weas weona fea tonta desesperá aprobacion tulas fachas alguien mande tuit porfi ',Agresivo
'Mi amigo Pedro* amigo mio perra asquerosa conseguite amigo juntar vos gatos perros llevan mal ndeah',Agresivo
'Mi amor vas puta aprovecha potencial consigue tu viejito te mande operar tetas ponlas producir',Agresivo
'Mi cerrada manifestarme izquierda criticar Bachelet ',NoAgresivo
'Mi esposa orgullo Mi motivacion dia mujer vida ',NoAgresivo
'Mi gym cardio maraca culia corazon',Agresivo
'Mi ganadora puso pie casa Miriam persona maravillosa fuerza valores principios presumir ',NoAgresivo
'Mi madrastra vestida rojo perra senora acerca you look gorgeous Ella mira n…',Agresivo
'Mi mamá mujer más maravillosa planeta Ojalá algun dia llegar mitad ',NoAgresivo
'Mi mamá maravillosa gracias mujer voy virtuosa ',NoAgresivo
