A,B
'La_da0000 Bachelet_np00000 dice_vmip000 que_cs al_sp000 Presidente_np00000 de_sp000 Brasil_np00000 lo_pp000000 tendra_vmif000 en_sp000 la_da0000 mira_nc0s000 ella_pp000000 no_rn tiene_vmip000 dignidad_nc0s000 ni_cc moral_aq0000 no_rn tiene_vmip000 principios_nc0p000 ni_cc valores_nc0p000 es_vsip000 una_di0000 corrupta_aq0000 comunista_aq0000 y_cc punto_nc0s000 ',NoAgresivo
'La_pp000000 cago_vmis000 Es_vsip000 un_di0000 peligro_nc0s000 publico_aq0000 está_vmip000 vieja_aq0000 reculiá_vmm0000 ',Agresivo
'La_da0000 comisionada_aq0000 BACHELET_np00000 desde_sp000 que_cs llego_vmis000 a_sp000 ejercer_vmn0000 su_dp0000 cargo_nc0s000 en_sp000 ONU_np00000 HA_vaip000 EVITADO_aq0000 CRITICAR_vmn0000 LAS_pp000000 VIOLACIONES_dn0000 DE_sp000 DDHH_dn0000 EN_sp000 CUBA_np00000 VENEZUELA_np00000 Y_cc NICARAGUA_np00000 Debiera_vmic000 renunciar_vmn0000 pues_cs no_rn tiene_vmip000 las_da0000 condiciones_nc0p000 PARA_sp000 SER_np00000 JUSTA_np00000 ',NoAgresivo
'La_da0000 comisionada_nc0s000 de_sp000 DDHH_np00000 lleva_vmip000 demasiadas_di0000 muertes_nc0p000 en_sp000 su_dp0000 espalda_nc0s000 Negligente_np00000 y_cc temeraria_aq0000 No_rn trepido_aq0000 en_sp000 traerlos_nc0p000 sin_sp000 saber_vmn0000 el_da0000 idioma_nc0s000 Mujer_np00000 nefasta_aq0000 Michelle_np00000 Bachelet_np00000 ',NoAgresivo
'La_da0000 conchetumadre_nc0s000 gallina_nc0s000 que_cs los_da0000 pario_aq0000 Nunca_rg en_sp000 su_dp0000 perra_np00000 vida_nc0s000 serán_vsif000 mejor_aq0000 que_cs nosotros_pp000000 ',Agresivo
'La_da0000 culpa_nc0s000 era_vsii000 de_sp000 Bachelet_np00000 despues_rg del_sp000 feriado_aq0000 largo_aq0000 despues_rg del_sp000 exceso_nc0s000 de_sp000 gente_nc0s000 que_pr000000 busca_vmip000 trabajo_nc0s000 y_cc ahora_rg de_sp000 la_da0000 pelea_nc0s000 entre_sp000 chinos_nc0p000 y_cc estadounidenses_nc0p000 Cuando_cs reconocen_vmip000 sus_dp0000 propios_nc0p000 errores_nc0p000 en_sp000 politica_np00000 economica_aq0000 ',NoAgresivo
'La_da0000 culpable_nc0s000 es_vsip000 Bachelet_np00000 y_cc sus_dp0000 secuaces_aq0000 no_rn olviden_vmsp000 que_cs la_da0000 misma_aq0000 PDI_np00000 indico_vmip000 que_cs a_sp000 los_da0000 Haitianos_np00000 los_da0000 dejaban_vmii000 pasar_vmn0000 sin_sp000 problemas_nc0p000 por_sp000 orden_nc0s000 directa_aq0000 del_sp000 GOBIERNO_np00000 ',NoAgresivo
'La_da0000 cut_nc0s000 que_pr000000 ahora_rg no_rn recibe_vmip000 los_da0000 abonos_nc0p000 de_sp000 bachelet_nc0n000 para_sp000 estar_vmn0000 calladitos_aq0000 ahora_rg ladran_vmip000 porque_cs no_rn hay_vmip000 mas_rg coima_nc0s000 ',NoAgresivo
'La_da0000 derecha_nc0s000 mas_rg que_cs nunca_rg se_pp000000 de_vmis000 unir_vmn0000 para_sp000 hacer_vmn0000 frente_rg a_sp000 este_dd0000 nefasto_aq0000 gobierno_nc0s000 de_sp000 Bachelet_np00000 por_sp000 el_da0000 bien_nc0s000 de_sp000 Chile_np00000 ',NoAgresivo
'La_da0000 esencia_nc0s000 de_sp000 la_da0000 mujer_nc0s000 -LRB-_np00000 real_zm -RRB-_np00000 es_vsip000 una_di0000 caracteristica_aq0000 maravillosa_aq0000 e_cc inimitable_aq0000 creada_aq0000 por_sp000 Dios_np00000 Por_sp000 más_rg que_pr000000 lo_da0000 intenten_vmsp000 ningun_di0000 cirujano_nc0s000 podrá_vmif000 asemejar_vmn0000 su_dp0000 obra_nc0s000 ',NoAgresivo
'La_da0000 ex_aq0000 presidente_nc0s000 Bachelet_np00000 militante_aq0000 de_sp000 su_dp0000 partido_nc0s000 instalo_vmis000 42_z0 termoelectricas_nc0p000 y_cc nunca_rg dijeron_vmis000 nada_pi000000 Nadie_pi000000 les_pp000000 cree_vmip000 manga_nc0s000 de_sp000 hipocritas_aq0000 ',NoAgresivo
'La_da0000 falsa_aq0000 doctora_nc0s000 bachelet_nc0n000 NO_rn QUIERE_vmip000 IR_vmn0000 A_sp000 VENEZUELA_np00000 A_sp000 VER_vmn0000 DDHH_nc00000 VIOLADOS_np00000 POR_sp000 SU_dp0000 CAMARADA_nc0s000 COMUNISTA_aq0000 MADURO_aq0000 ',NoAgresivo
'La_da0000 felicidad_nc0s000 de_sp000 una_di0000 epoca_nc0s000 y_cc de_sp000 una_di0000 mujer_nc0s000 maravillosa_aq0000 que_pr000000 ahora_rg cumple_vmip000 sus_dp0000 suenos_nc0p000 un_di0000 saludo_nc0s000 y_cc siempre_rg recordándote_vmsp000 ClaMoralesM_np00000 ',NoAgresivo
'La_da0000 frase_nc0s000 eres_vsip000 una_di0000 mujer_nc0s000 maravillosa_aq0000 se_p0000000 ha_vaip000 vuelto_vmp0000 una_di0000 constante_aq0000 en_sp000 mi_dp0000 vida_nc0s000 solo_aq0000 que_pr000000 me_pp000000 la_da0000 dicen_vmip000 despues_rg de_sp000 lastimarme_vmn0000 volverme_vmn0000 mierda_nc0s000 y_cc terminar_vmn0000 conmigo_nc0s000 ',NoAgresivo
'la_da0000 hueona_nc0s000 es_vsip000 tonta_nc0s000 o_cc que_pr000000 ',Agresivo
'La_da0000 izquierda_nc0s000 no_rn deja_vmip000 vivir_vmn0000 en_sp000 paz_nc0s000 a_sp000 nadie_pi000000 son_vsip000 un_di0000 manojo_nc0s000 de_sp000 estupidos_nc0p000 que_pr000000 utilizan_vmip000 a_sp000 los_da0000 pobres_nc0p000 para_sp000 atacar_vmn0000 a_sp000 los_da0000 gobernantes_nc0p000 exitosos_aq0000 En_sp000 Chile_np00000 Michelle_np00000 Bachelet_np00000 hizo_vmis000 lo_da0000 mismo_di0000 Solo_aq0000 que_pr000000 en_sp000 la_da0000 pasada_aq0000 logro_nc0s000 un_di0000 cargo_nc0s000 Deberia_vmic000 pagar_vmn0000 con_sp000 pena_nc0s000 aflictiva_aq0000 este_dd0000 tremendo_aq0000 dano_nc0s000 ',NoAgresivo
'La_da0000 loca_aq0000 del_sp000 cono_nc0s000 de_sp000 las_da0000 trenzas_nc0p000 rojas_aq0000 es_vsip000 para_sp000 mandarla_np00000 a_sp000 la_da0000 mierda_nc0s000 y_cc dejarla_np00000 sola_aq0000 en_sp000 la_da0000 mesa_nc0s000 por_sp000 estupida_aq0000 engreida_nc0s000 Que_cs personajes_nc0p000 FirstDates766_aq0000 ',Agresivo
'La_da0000 malparida_aq0000 de_sp000 mi_dp0000 vecina_nc0s000 aposto_vmip000 que_cs perdia_nc0s000 Colombia_np00000 y_cc ahora_rg está_vmip000 celebrando_vmg0000 dan_vmip000 ganas_nc0p000 COMO_sp000 DE_sp000 INCENDIARLE_np00000 LA_dd0000 CASA_nc0s000 A_sp000 ESA_dp0000 PERRA_nc0s000 ASQUEROSA_aq0000 ',Agresivo
'La_da0000 maraca_nc0s000 culia_vmii000 care_np00000 raja_i ella_pp000000 juntándose_vmg0000 con_sp000 criminales_nc0p000 de_sp000 lesa_aq0000 humanidad_nc0s000 que_pr000000 torturaron_vmis000 y_cc asesinaron_vmis000 habla_vmip000 de_sp000 la_da0000 reunion_nc0s000 de_sp000 boric_nc0s000 y_cc Palma_np00000 Salamanca_np00000 conchesumadre_np00000 care_np00000 raja_aq0000 ',Agresivo
'La_da0000 mayor_aq0000 verguenza_nc0s000 una_di0000 mujer_nc0s000 tan_rg pero_cc tan_rg tan_rg tan_rg tonta_aq0000 sirviendo_vmg0000 solo_rg de_sp000 palera_nc0s000 de_sp000 los_da0000 sápatras_nc0p000 ',Agresivo
'La_da0000 mejor_aq0000 manera_nc0s000 de_sp000 abrir_vmn0000 las_da0000 piernas_nc0p000 de_sp000 una_di0000 mujer_nc0s000 no_rn es_vsip000 pidiendoselo_nc0s000 expresamente_rg es_vsip000 por_sp000 ejemplo_nc0s000 acariciando_vmg0000 su_dp0000 cabello_nc0s000 h_nc0s000 ..._fs ',NoAgresivo
'La_da0000 Monica_np00000 debe_vmip000 ser_vsn0000 la_da0000 tipica_aq0000 profe_nc0s000 de_sp000 ed_nc0s000 fisica_aq0000 que_pr000000 se_p0000000 come_vmip000 a_sp000 los_da0000 otros_di0000 profes_nc0p000 del_sp000 colegio_nc0s000 maraca_nc0s000 culia_aq0000 ',Agresivo
'la_da0000 mujer_nc0s000 es_vsip000 hermosa_aq0000 tiene_vmip000 una_di0000 carita_nc0s000 angelical_aq0000 y_cc gime_vmm0000 como_cs una_di0000 perraque_nc0s000 mejor_aq0000 co_vmip000 ..._fs ',Agresivo
'La_da0000 mujer_nc0s000 más_rg bella_aq0000 no_rn es_vsip000 aquella_dd0000 que_pr000000 tiene_vmip000 un_di0000 cuerpo_nc0s000 escultural_aq0000 es_vsip000 la_da0000 que_pr000000 siempre_rg tiene_vmip000 una_di0000 hermosa_aq0000 sonrisa_nc0s000 y_cc un_di0000 bello_aq0000 corazon_nc0s000 ',NoAgresivo
'La_da0000 mujer_nc0s000 más_rg mágica_aq0000 y_cc maravillosa_aq0000 cumple_vmip000 anos_nc0p000 hoy_rg ',NoAgresivo
'La_da0000 mujer_nc0s000 siempre_rg espera_vmip000 del_sp000 hombre_nc0s000 que_pr000000 cambie_vmsp000 y_cc nunca_rg lo_pp000000 hace_vmip000 El_da0000 hombre_nc0s000 nunca_rg espera_vmip000 que_cs la_da0000 mujer_nc0s000 cambie_vmsp000 y_cc siempre_rg lo_pp000000 ..._fs ',NoAgresivo
'La_da0000 Mujer_np00000 Ni_cc sumisa_aq0000 ni_cc devota_nc0s000 la_pp000000 prefiero_vmip000 linda_aq0000 libre_aq0000 inteligente_aq0000 y_cc loca_aq0000 ',NoAgresivo
'La_da0000 muy_rg perra_np00000 borro_np00000 los_da0000 comentarios_nc0p000 qe_vmsp000 bassssuura_nc0s000 jajaja_i ',Agresivo
'La_da0000 nefasta_aq0000 defensa_nc0s000 del_sp000 gobierno_nc0s000 La_da0000 desaceleracion_nc0s000 viene_vmip000 de_sp000 antes_rg El_da0000 problema_nc0s000 es_vsip000 HOY_rg Asuman_vmip000 con_sp000 la_da0000 srta_nc0s000 Bachelet_np00000 ',NoAgresivo
'La_da0000 ONU_np00000 y_cc Bachelet_np00000 son_vsip000 sectarios_aq0000 y_cc corruptos_aq0000 de_sp000 ideologia_nc0s000 ',NoAgresivo
'La_da0000 persona_nc0s000 que_pr000000 creyo_vmis000 en_sp000 mi_dp0000 idola_nc0s000 cuando_cs nadie_pi000000 en_sp000 la_da0000 industria_nc0s000 lo_pp000000 hacia_vmii000 le_pp000000 debemos_vmip000 mucho_rg a_sp000 esta_dd0000 maravillosa_aq0000 mujer_nc0s000 ',NoAgresivo
'La_da0000 Presidenta_np00000 de_sp000 la_da0000 UDI_np00000 entrando_vmg0000 a_sp000 visitar_vmn0000 a_sp000 los_da0000 asesinos_nc0p000 de_sp000 Punta_np00000 Peuco_np00000 ',NoAgresivo
'La_da0000 primera_ao0000 persona_nc0s000 musulmana_aq0000 en_sp000 el_da0000 Congreso_np00000 de_sp000 Washington_np00000 la_da0000 mujer_nc0s000 más_rg joven_aq0000 la_da0000 primera_ao0000 gobernadora_aq0000 negra_nc0s000 Gente_nc0s000 que_cs en_sp000 pocas_di0000 horas_nc0p000 puede_vmip000 hacer_vmn0000 historia_nc0s000 Estupenda_aq0000 fotogaleria_aq0000 de_sp000 antonialaborde_rg ',NoAgresivo
'La_da0000 puta_aq0000 mal_rg nacida_aq0000 de_sp000 la_da0000 Maite_np00000 con_sp000 m_np00000 de_sp000 maraca_nc0s000 arribista_aq0000 adicta_aq0000 al_sp000 pico_nc0s000 con_sp000 calugas_nc0p000 no_rn le_pp000000 dejo_vmip000 mucosa_nc0s000 ni_cc pal_aq0000 cerebro_nc0s000 y_cc le_pp000000 cago_vmis000 el_da0000 mate_nc0s000 al_sp000 goleador_nc0s000 historico_aq0000 de_sp000 la_da0000 seleccion_nc0s000 de_sp000 aqui_rg a_sp000 20_dn0000 anos_nc0p000 si_cs no_rn más_rg puta_aq0000 culia_np00000 nos_pp000000 cagaste_vmis000 la_da0000 vida_nc0s000 a_sp000 todos_pi000000 ',Agresivo
'La_da0000 puta_nc0s000 más_rg barata_aq0000 del_sp000 fujimorismo_nc0s000 es_vsip000 usted_pp000000 sra_nc0s000 de_sp000 Condorito_np00000 ',Agresivo
'La_da0000 putita_nc0s000 imputada_aq0000 por_sp000 trepar_vmn0000 a_sp000 dependencias_nc0p000 ajenas_aq0000 MaiteOrsini_np00000 le_pp000000 presta_vmip000 la_da0000 moto_nc0s000 al_sp000 mechero_nc0s000 hijo_nc0s000 de_sp000 mechera_nc0s000 ',Agresivo
'La_da0000 que_pr000000 se_p0000000 mando_vmip000 Vidal_np00000 fue_vsis000 de_sp000 antologia_nc0s000 Mi_dp0000 presidenta_nc0s000 Bachelet_np00000 es_vsip000 experta_aq0000 en_sp000 superar_vmn0000 crisis_nc0n000 economicas_aq0000 estadonacional/jaja_aq0000 ',NoAgresivo
'La_da0000 sensibilidad_nc0s000 es_vsip000 Humana_np00000 y_cc muy_rg dulce_aq0000 cuando_cs es_vsip000 Mujer_np00000 pero_cc cuando_cs la_pp000000 encuentras_vmip000 en_sp000 un_di0000 hombre_nc0s000 se_p0000000 convierte_vmip000 en_sp000 poesia_nc0s000 ..._fs ',NoAgresivo
'La_da0000 Senora_np00000 Gladys_np00000 Marin_np00000 es_vsip000 respetada_vmp0000 incluso_rg por_sp000 la_da0000 derecha_nc0s000 extrema_aq0000 de_sp000 este_dd0000 pais_nc0s000 por_sp000 ser_vsn0000 una_di0000 mujer_nc0s000 con_sp000 integridadY_np00000 que_pr000000 pare_vmip000 esta_dd0000 tontona_nc0s000 de_sp000 este_dd0000 `_fe panel_nc0s000 en_sp000 usar_vmn0000 el_da0000 nombre_nc0s000 de_sp000 una_di0000 gran_aq0000 mujer_nc0s000 para_sp000 defender_vmn0000 estupideces_nc0p000 ',NoAgresivo
'La_da0000 senora_nc0s000 que_pr000000 atropello_nc0s000 estudiantes_nc0p000 es_vsip000 una_di0000 catrehijueputa_nc0s000 vieja_aq0000 loca_aq0000 de_sp000 mierda_nc0s000 No_rn hay_vaip000 otra_di0000 forma_nc0s000 de_sp000 decirlo_van0000 ',Agresivo
'La_da0000 sonrisa_nc0s000 de_sp000 la_da0000 perra_np00000 al_sp000 final_nc0s000 me_p0000000 saco_vmip000 de_sp000 las_da0000 drogas_nc0p000 duras_aq0000 ',Agresivo
'la_da0000 Sra_np00000 Bachelet_np00000 se_p0000000 pronuncio_vmis000 sobre_sp000 el_da0000 circo_nc0s000 que_pr000000 quieren_vmip000 hacer_vmn0000 sus_dp0000 socios_nc0p000 con_sp000 el_da0000 mejor_aq0000 Ministro_nc0s000 de_sp000 Educacion_np00000 que_pr000000 hemos_vaip000 tenido_vmp0000 ',NoAgresivo
'La_da0000 terrorista_nc0s000 ayer_rg comandante_nc0s000 Claudia_np00000 hoy_rg Presidenta_np00000 Bachelet_np00000 diciendo_vmg0000 q_cs combatirá_vmif000 el_da0000 terrorismo_nc0s000 alguien_pi000000 le_pp000000 cree_vmip000 ',NoAgresivo
'La_da0000 UDI_np00000 hoy_rg no_rn ha_vaip000 podido_vmp0000 criticar_vmn0000 a_sp000 Boric_np00000 por_sp000 su_dp0000 encuentro_nc0s000 con_sp000 el_da0000 Negro_np00000 porque_cs es_vsip000 dia_nc0s000 de_sp000 visitas_nc0p000 en_sp000 Punta_np00000 Peuco_np00000 ',NoAgresivo
'La_da0000 UDI_np00000 y_cc sus_dp0000 contrastesEs_np00000 un_di0000 pecado_nc0s000 capital_aq0000 y_cc digno_aq0000 de_sp000 las_da0000 mayores_aq0000 sanciones_nc0p000 el_da0000 hecho_nc0s000 que_cs Boric_np00000 se_p0000000 reuna_vmip000 con_sp000 Palma_np00000 ',NoAgresivo
'La_da0000 ultima_aq0000 vez_nc0s000 que_pr000000 Bachelet_np00000 hablo_vmip000 de_sp000 Venezuela_np00000 fue_vsis000 en_sp000 la_da0000 primera_ao0000 quincena_nc0s000 de_sp000 septiembre_w Mientras_cs tanto_rg dice_vmip000 que_cs estará_vmif000 atenta_aq0000 al_sp000 respeto_nc0s000 de_sp000 los_da0000 DDHH_np00000 en_sp000 Brasil_np00000 tras_sp000 la_da0000 victoria_nc0s000 de_sp000 Bolsonaro_np00000 cuando_cs este_pd000000 ni_rg se_p0000000 ha_vaip000 posicionado_aq0000 todavia_rg Prioridades_np00000 ',NoAgresivo
'La_da0000 verdad_nc0s000 kimberly_np00000 saco_vmis000 lo_da0000 perra_np00000 que_pr000000 es_vsip000 en_sp000 realidad_nc0s000 ',Agresivo
'La_da0000 Vieja_np00000 Amelia_np00000 es_vsip000 la_da0000 mujer_nc0s000 mas_rg maravillosa_aq0000 que_pr000000 ha_vaip000 pisado_nc0s000 este_dd0000 planeta_nc0s000 La_da0000 respuesta_nc0s000 claramente_rg es_vsip000 si_rg ',NoAgresivo
'la_da0000 vieja_aq0000 está_vmip000 weona_vmn0000 o_cc se_p0000000 golpeo_vmip000 la_da0000 cabez_nc0s000 Como_cs defiende_vmip000 a_sp000 este_dd0000 flaite_nc0s000 ',Agresivo
'La_da0000 violencia_nc0s000 contra_sp000 ellas_pp000000 se_p0000000 manifiesta_vmip000 de_sp000 forma_nc0s000 fisica_aq0000 sexual_aq0000 y_cc psicologica_aq0000 Las_da0000 cifras_nc0p000 del_sp000 2018_w indican_vmip000 que_cs una_di0000 mujer_nc0s000 muere_vmip000 en_sp000 manos_nc0p000 de_sp000 su_dp0000 pareja_nc0s000 o_cc expareja_nc0s000 cada_di0000 semana_nc0s000 en_sp000 Py_np00000 ',NoAgresivo
'La_da0000 violencia_nc0s000 contra_sp000 la_da0000 mujer_nc0s000 es_vsip000 una_di0000 pandemia_nc0s000 mundial_aq0000 y_cc es_vsip000 hora_nc0s000 de_sp000 que_cs se_p0000000 acabe_vmsp000 ',NoAgresivo
'La_da0000 violencia_nc0s000 contra_sp000 la_da0000 mujer_nc0s000 se_p0000000 presenta_vmip000 de_sp000 distintas_aq0000 formas_nc0p000 todas_di0000 con_sp000 consecuencias_nc0p000 devastadoras_aq0000 ',NoAgresivo
'La_da0000 weona_nc0s000 desgraciadano_aq0000 le_pp000000 deseo_vmip000 mal_rg pero_cc ojalá_i la_da0000 atropellen_nc0n000 afuera_rg del_sp000 canal_nc0s000 a_sp000 la_da0000 fea_aq0000 de_sp000 mierday_nc0s000 que_pr000000 el_da0000 que_pr000000 la_da0000 atropelle_nc0s000 sea_vssp000 Daniel_np00000 Matamala_np00000 pa_sp000 '_fz que_pr000000 lo_da0000 metan_nc0s000 preso_aq0000 tambien_z0 por_sp000 weon_nc0s000 mala_aq0000 leche_nc0s000 ',Agresivo
'La_da0000 weona_nc0s000 es_vsip000 tonta_aq0000 osea_nc0s000 mientras_cs no_rn te_pp000000 pase_vmsp000 nada_pi000000 tienes_vmip000 que_pt000000 hacer_vmn0000 vista_rg gorda_aq0000 Esa_pd000000 es_vsip000 la_da0000 ignorancia_nc0s000 pura_aq0000 de_sp000 una_di0000 weona_nc0s000 que_cs habla_vmip000 y_cc no_rn sabe_vmip000 de_sp000 que_cs ',Agresivo
'La_da0000 weona_nc0s000 es_vsip000 tonta_aq0000 pero_cc no_rn le_pp000000 pongan_vmsp000 color_nc0s000 con_sp000 la_da0000 Violeta_np00000 Eso_pd000000 es_vsip000 weá_nc0s000 de_sp000 gustos_nc0p000 al_sp000 fin_nc0s000 y_cc al_sp000 cabo_nc0s000 ',Agresivo
'La_da0000 weona_nc0s000 estuvo_vmis000 como_cs 10_dn0000 minutos_nc0p000 esperando_vmg0000 su_dp0000 turno_nc0s000 en_sp000 la_da0000 fiambreria_nc0s000 Le_pp000000 toca_vmip000 y_cc recien_rg se_p0000000 pone_vmip000 a_sp000 ver_vmn0000 que_cs mierda_nc0s000 va_vmip000 a_sp000 llevar_vmn0000 y_cc dice_vmip000 deme_rg de_sp000 ese_dd0000 queso_nc0s000 CUAL_np00000 PO_pp000000 TONTA_vmip000 CULIA_np00000 HABEMOS_np00000 COMO_sp000 20_z0 WEONES_nc0p000 DESPUES_rg QUE_pr000000 TU_pp000000 ',Agresivo
'La_da0000 weona_nc0s000 habla_vmip000 puras_aq0000 weas_nc0p000 La_da0000 tipica_aq0000 tonta_nc0s000 que_cs habla_vmip000 solamente_rg pero_cc de_sp000 todo_di0000 lo_da0000 que_pr000000 dice_vmip000 no_rn se_p0000000 entiende_vmip000 nada_rg ',Agresivo
'La_da0000 weona_nc0s000 loca_aq0000 e_cc histerica_aq0000 Baja_np00000 la_da0000 ansiedad_nc0s000 mermelá_nc0s000 de_sp000 weas_nc0p000 y_cc espera_vmip000 los_da0000 resultados_nc0p000 de_sp000 la_da0000 investigacion_nc0s000 Eres_vsip000 diputado_nc0s000 no_rn un_di0000 hincha_nc0s000 Quedaste_np00000 con_sp000 el_da0000 culo_nc0s000 en_sp000 la_da0000 mano_nc0s000 con_sp000 el_da0000 decálogo_nc0s000 de_sp000 pamelajilesdiputada_aq0000 apoya_vmip000 esa_dd0000 mocion_nc0s000 junto_aq0000 a_sp000 tu_dp0000 manga_nc0s000 tb_sp000 jaleros_nc0p000 qls_np00000 ',Agresivo
'Lacras_nc0p000 de_sp000 mierda_nc0s000 no_rn se_p0000000 puede_vmip000 defender_vmn0000 ni_rg asesinos_nc0p000 militares_aq0000 ni_cc comunistamuch_nc0s000 menos_rg con_sp000 plata_nc0s000 de_sp000 todos_pi000000 ',Agresivo
'lanza_vmip000 la_da0000 campana_nc0s000 SanseLibreDeMachismo_np00000 en_sp000 colaboracion_np00000 con_sp000 el_da0000 tejido_aq0000 empresarial_aq0000 del_sp000 municipio_nc0s000 que_pr000000 servirá_vmif000 para_sp000 premiar_vmn0000 las_da0000 buenas_aq0000 prácticas_nc0p000 empresariales_aq0000 que_pr000000 promocionen_vmip000 la_da0000 plena_aq0000 igualdad_nc0s000 entre_sp000 mujeres_nc0p000 y_cc hombres_nc0p000 sin_sp000 discriminacion_nc0s000 ',NoAgresivo
'LAS_da0000 AMO_np00000 MIS_dp0000 CHILENAS_aq0000 LINDAS_nc0p000 DISFRUTEN_aq0000 MUCHO_rg Y_cc SUERTE_np00000 ',NoAgresivo
'Las_da0000 buenas_aq0000 mujeres_nc0p000 si_cs existen_vmip000 solo_rg que_pr000000 no_rn tienen_vmip000 el_da0000 abdomen_nc0s000 plano_aq0000 y_cc responden_vmip000 los_da0000 mensajes_nc0p000 en_sp000 putiza_nc0s000 ',Agresivo
'Las_da0000 buenas_aq0000 mujeres_nc0p000 son_vsip000 tan_rg raramente_rg hermosas_aq0000 y_cc ustedes_pp000000 cabrones_aq0000 a_sp000 las_da0000 buenas_aq0000 siempre_rg las_da0000 joden_nc00000 por_sp000 razones_nc0p000 egoistas_aq0000 ',NoAgresivo
'las_da0000 chilenas_aq0000 siempre_rg andan_vmip000 ayudando_vmg0000 a_sp000 todos_pi000000 son_vsip000 super_rg lindas_aq0000 todas_di0000 lo_da0000 menos_rg que_pr000000 pueden_vmip000 hacer_vmn0000 es_vsip000 ayudarlas_aq0000 tambien_vmsp000 ',NoAgresivo
'LAS_pp000000 CHILENAS_aq0000 SON_vsip000 TAN_rg LINDAS_pi000000 QUE_pr000000 ME_pp000000 DAN_vmip000 GANAS_np00000 DE_sp000 IR_vmn0000 Y_cc ABRAZAR_vmn0000 A_sp000 TODAS_pi000000 ',NoAgresivo
'Las_pp000000 chilenas_aq0000 tambien_vmsp000 hicimos_vmis000 tendencia_nc0s000 onedirection_aq0000 somos_vsip000 las_da0000 mas_rg lindas_aq0000 asi_rg que_cs vuelvan_vmsp000 a_sp000 Chile_np00000 ahora_rg Jaj_np00000 ',NoAgresivo
'Las_da0000 conductas_nc0p000 de_sp000 odio_nc0s000 y_cc discriminacion_nc0s000 deben_vmip000 terminar_vmn0000 Esta_dd0000 concejala_nc0s000 RN_np00000 debe_vmip000 ser_vsn0000 castigadaY_np00000 le_pp000000 aclaro_vmip000 senorano_np00000 fue_vsis000 la_da0000 PdtaBachelet_np00000 quien_pr000000 invento_vmip000 leyes_nc0p000 tontas_aq0000 de_sp000 abortoparidad_nc0s000 y_cc anti_aq0000 discriminacionfue_nc0s000 un_di0000 pais_nc0s000 que_pr000000 quiere_vmip000 respeto_nc0s000 y_cc no_rn conductas_nc0p000 homofobicas_aq0000 ',NoAgresivo
'Las_pp000000 feministas_aq0000 no_rn tienen_vmip000 ningun_di0000 problema_nc0s000 con_sp000 mostrar_vmn0000 mujeres_nc0p000 desnudas_aq0000 El_da0000 problema_nc0s000 es_vsip000 mostrar_vmn0000 mujeres_nc0p000 bellas_aq0000 desnudas_aq0000 ',NoAgresivo
'Las_pp000000 feministas_aq0000 tercera_ao0000 generacion_nc0s000 no_rn comprenden_vmip000 lo_da0000 que_pr000000 miles_pn000000 de_sp000 anos_nc0p000 de_sp000 evolucion_nc0s000 le_pp000000 enseno_vmip000 a_sp000 sus_dp0000 antecesoras_nc0p000 El_da0000 hombre_nc0s000 se_p0000000 rinde_vmip000 totalmente_rg ante_sp000 los_da0000 deseos_nc0p000 de_sp000 una_di0000 mujer_nc0s000 bella_aq0000 ',Agresivo
'las_da0000 más_rg odiadas_aq0000 del_sp000 2015_w Vesta_np00000 Lugg_np00000 Luli_np00000 Bachelet_np00000 les_pp000000 pasa_vmip000 por_sp000 rubias_nc0p000 ',Agresivo
'Las_da0000 minas_nc0p000 que_pr000000 hablan_vmip000 de_sp000 respeto_nc0s000 a_sp000 la_da0000 mujer_nc0s000 y_cc despues_rg van_vmip000 y_cc se_p0000000 le_pp000000 tiran_vmip000 a_sp000 vagos_nc0p000 con_sp000 novia_nc0s000 se_p0000000 rien_vmip000 de_sp000 una_di0000 mina_nc0s000 wampuda_np00000 o_cc ..._fs ',Agresivo
'las_da0000 mujeres_nc0p000 no_rn tenemos_vmip000 que_cs ser_vsn0000 bellas_aq0000 o_cc para_sp000 ser_vsn0000 valoradas_vmp0000 Esa_dd0000 idea_nc0s000 es_vsip000 misogina_np00000 nos_p0000000 reduce_vmip000 a_sp000 pedazos_nc0p000 de_sp000 carne_nc0s000 Somos_vsip000 mucho_rg más_rg que_cs un_di0000 rostro_nc0s000 y_cc un_di0000 cuerpo_nc0s000 tambien_aq0000 tenemos_vmip000 cerebro_nc0s000 ',NoAgresivo
'LAS_da0000 MUJERES_nc0p000 PERUANAS_aq0000 SON_vsip000 MAS_rg LINDAS_pi000000 QUE_pr000000 LAS_pp000000 CHILENAS_vmsp000 ROTAS_aq0000 QUE_cs SE_p0000000 CREEN_vmm0000 RUBIAS_nc0p000 ',Agresivo
'Las_da0000 mujeres_nc0p000 son_vsip000 demasiadas_di0000 buenas_aq0000 desimulando_vmg0000 emociones_nc0p000 pueden_vmip000 estar_vmn0000 locamente_rg atraidas_aq0000 por_sp000 ti_pp000000 pero_cc cuando_cs tratas_nc0p000 con_sp000 ella_pp000000 te_p0000000 tratan_vmip000 tan_rg fresh_nc0s000 y_cc x_sp000 que_cs tu_pp000000 ni_cc te_p0000000 imaginas_vmip000 su_dp0000 mood_nc0s000 interior_aq0000 Hasta_sp000 que_cs se_p0000000 te_pp000000 confiesa_vmip000 HAHA_np00000 ',NoAgresivo
