texto,clase
"Mal profesor, se nota que no es docente. Por mas que el maneje mucho el tema, si no sabe como ensenarlo no es mucho el aporte que puede hacer. Debe aprender a tratar con respeto, no interrumpir las presentaciones, LOS PPT NO LLEVAN LETRAS!! NO LO EXIJA +!",negativo
"Muy mal profesor, no explica con ejemplos claros y se nota poca disposicion a ayudar al alumno. Muy malas practicas de ensenanza.en todo lo aprendido fue muy poca su influencia.",negativo
Excelente profesora,positivo
"un profesor muy desagradable, altanero y con mala disposicion",negativo
"Excelente profesora, me ayudo mucho a la pronunciacion ayudandome las veces que fuera necesario",positivo
Excelentes clases,positivo
"el mejor profesor, siempre presto a ayudar",positivo
Hablar un poco mas fuerte,positivo
buen trabajo. aunque falto mas tiempo,positivo
nada que comentar,neutro
Muy buen docente,positivo
Es un profesor didactico que cumple con lo especificado,positivo
Interesante ramo,positivo
buena metodologia.,positivo
no aplica,neutro
Mejorar interaccion en clases,negativo
Aplica de buena forma la teoria y aun mas integrandolas con aprendizajes de servicio.,positivo
Ninguno,neutro
NADA QUE DECIR,neutro
Mayor participacion de alumnos en clases practicas,negativo
"profesor con amor por ensenar, entrega contenidos que se conversan en clases",positivo
Clases practicas que ayudan bastante a entender los contenidos,positivo
excelente asignatura,positivo
no tengo,neutro
Da gusto tener un profesor tan cercano a sus alumnos,positivo
"Buena profesora, explica bien",positivo
"sus clases son muy dinamicas, lo que hace que sus alumnos se interesen por el tema.",positivo
profesora de gran conocimiento,positivo
"a modo de sugerencia seria mejor explicar y redactar mejor los certamenes ya que a veces cuesta la comprension, llega hasta ser un poco enredado el enunciado en las evaluaciones y ademas en la entrega de notas no cumple con el plazo establecido",negativo
su conocimiento es increible O.O es demasiado sabia profesora :D,positivo
"Podria eventualmente agregar rol playing en algunas clases, o aplicar mas metodos didacticos.",negativo
No tengo ninguna sugerencia,neutro
mas dinamismo en la clase,positivo
falta un poco mas de explicacion en clases de la materia,negativo
Ninguno,neutro
el curso realizado fue exitoso,positivo
deberian incluir mas laboratorios en esta asignatura,positivo
buen  profesor comprometido con la asignatura,positivo
buen profesor,positivo
"Muy buen docente, lleva a cabo el aprendizaje en clases exitosamente.",positivo
"ninguno comentario, lo hace excelente",positivo
Me gusto la forma de hacernos pensar y buscar soluciones,positivo
Respondia a todas las dudas sin ningun problema. Total disposicion hacia los alumnos,positivo
Ensenanza un poco mas basica,negativo
Buscar otra metodologia al momento de explicar,negativo
"muy buena profesora, con un buen manejo del contenido",positivo
"Una buena opcion fue el trabajo etnografico, lo que nos permitio desarrollar otras habilidades.",positivo
sin comentarios,neutro
No tuve clases con ella,neutro
no me hizo clases,neutro
"Muy cercana, maneja muy bien el contenido . Explicaciones claras.",positivo
"buen dominio del tema, pero no lo enfoco a nuestra area",positivo
"Buena profesora en general, pero deberia dedicarle mayor tiempo a los temas mas complicados y no dar por hecho que nos quedo mas que claro.",positivo
un profesor con mucha disposicion para los alumnos y atento con las entrega de materiales de apoyo,positivo
"gran profesora, apasionada por lo que ensena",positivo
Ninguna sugerencia,neutro
Ser mas puntual con la entrega de las notas (no puede ser que este entregando las ultimas notas a solo dos dias de su examen) y sus clases mas acorde o la misma complejidad con lo que se preguntara en el certamen.,positivo
entretenida su clase,positivo
:),positivo
"Mal Profesor, deben Hecharlo",negativo
todo bien.,positivo
Revisar en mayor profundidad los certamenes en conjunto con el curso.,negativo
un amor,positivo
"El profesor Juan Espinoza, no cabe duda que maneja muy bien los conceptos y materia del ramo (Calculo 1 y 2), pero  lamentablemente no tiene las caracteristicas de un buen docente, no tiene suficiente habilidad pedagogica para explicar y ensenar bien.",negativo
"buen profesor, maneja disciplina y la aplica de forma didactica centrando su labor en el alumno.",positivo
Profesor sea mas empatico con los estudiantes,negativo
falta de variedad de ejercicios,negativo
Buen dominio de los contenidos,positivo
Buen profesor,positivo
Evaluacion con ejercicios de desarrollo,negativo
"Falta mas puntualidad a la hora de entrega de calificaciones, ya que es bastante irresponsable dar un certamen sin saber la nota de la evaluacion anterior.",negativo
nada que decir,neutro
"Creo que en las evaluaciones, siempre el problemas mas grande para resolver el certamen nunca es relacionado con la materia si no con algun calculo exterior que se debe calcular para el problema, ej: calcular un area o volumen, que porlogeneralnosonclaros",positivo
que sus ejercicios practicos tengan una complejidad mas o menos parecida a la de los test y certamen,negativo
Excelente docente,positivo
Buen profesor,positivo
no a todos nos gusta el football,negativo
No aplica,neutro
"ninguna sugerencia, la metodologia utilizzada permite entender por completo la materia y mostrar interes por ella.",positivo
Buen profesor.,positivo
ninguno,neutro
mas variedad de ejercicios,negativo
Es puntual y siempre tiene la disposicion de volver a explicar lo que no quedo claro.,positivo
sus clases son repetitivas,negativo
No me quejo,positivo
Buena profesora y entrega de forma clara la materia,positivo
buena profesora,positivo
sea mas simpatica y empatica,negativo
Clase de aprendizaje,positivo
Entregar las notas en el periodo que corresponde,negativo
"Es un buen profesor, se le entiende claro cuando explica la materia.",positivo
podria haber algun tipo de continuidad de esta formacion integral,negativo
permitir a los alumnos a hacer preguntas en clases del contenido que no entiendan,negativo
no tengo comentarios,neutro
"aunque se logra entender lo que esta ensenando, a mi parecere no es bueno que solo sean 3 evaluaciones con nota.",negativo
Muy buena profesora.,positivo
No me hizo clases,neutro
profesor siempre dispuesto a resolver dudas,positivo
Ninguno,neutro
"Me gusta mucho la metodologia de trabajo utilizados por la profesoras, ademas considero que todo lo visto en el asignatura sera de gran utilidad el dia de manana en el mundo laboral.",positivo
Me gusta bastante su metodologia de ensenanza-aprendizaje.,positivo
no ser tan redundante y que sea mas directo en la materia,negativo
buen profesor,positivo
no tener clases con el,neutro
Buena profesora,positivo
Sin comentarios positivos.,negativo
Muy buen profesor,positivo
Excelente Profesora,positivo
no me hizo clases,neutro
"Excelente docente, entrega la confianza y carisma necesaria.",positivo
Implementat la utilizacion de software en la asignatuta,positivo
"Los metodos de evaluacion son variados, eso es bueno. Como sugerencia podria poner mas enfasis en ensenar mas el tema de codigos en clases y hacer mas actividades en los laboratorios.",neutro
Deberia profundizar de mejor manera los aprendizajes,negativo
Muy organizada y metodica,positivo
Profesora maneja los temas expuestos,positivo
sus clases son poco motivadoras,negativo
muy buen profesor,positivo
"El debio haber hecho el curso completo, es un gran profesor :((",positivo
buena profe,positivo
buena docente,positivo
ensenanza mas practica que teorica,negativo
no utilizar tanto el zill,neutro
sin comentarios,neutro
En el poco tiempo que estuve con ella fue buena profesora y entregaba las evaluaciones a tiempo.,positivo
docente con preocupacion por el alumno y por prepararnos para las posibles experiencias en el mundo laboral.,positivo
es buena experiencia en lo personal el competir contra otros grupos en la clase,positivo
Deberia realizar mas clases practicas.,negativo
No se quien es,neutro
Buen profesor.,positivo
"Considero que la profesora promueve la innovacion, es comprometida con la asignatura que imparte y se preocupa por sus alumnos",positivo
muy buen docente,positivo
Mala docente. Sentarse a leer guias no es una clase. La pronunciacion del ingles no me parecio adecuada.,negativo
"bune profesor pero el trato con los alumnos no es el adecuado, aveces no dan ganas de asistir a su clase porque siempre moleta a cualquier alumnos y hace sentir incomodo a los demas",negativo
Deberia informar lo malo de cada informe y test de ciclo,negativo
utiliza buenos metodos de ensenanza,positivo
"Excelente Docente, correcta a la hora de evaluar, buena catedra.",positivo
"Es una gran profesora, buena profesional y persona. Dominio de la asignatura, insita a entusiasmarse con el ramo a pesar de encontrarnos desmotivamos en muchas oportunidades. Le gusta cumplir con lo establecido pero reconoce situaciones especiales",positivo
La asignatura cumple con la finalidad que se presento al inicio,positivo
Excelente docente,positivo
La profesora logra de forma excelente que los alumnos entiendan los contenidos a aprender.,positivo
Buena docente y muy dedicada a su labor,positivo
no se,neutro
Buena ensenanza,positivo
"Las clases solo sirven de apoyo para las evaluaciones, con respecto a la biografia, cuando deberia ser la reves.",positivo
buen profesor,positivo
La universidad deberia preocuparse de mantener en buen estado los programas computacionales para el uso en la clase de la profesora,negativo
Buenas clases y manejo del tema,positivo
De acuerdo,positivo
buena disposicion,positivo
Excelente docente,positivo
"excelente profesor, muy pedagogico y estructurado con una clase claramente planificada",positivo
ninguna,neutro
no hay,neutro
buena disposicion,positivo
no den tantos trabajos pls,negativo
La profesora no cumplia  como corresponde los horarios de atencion  para los estudiantes. Las clases las realizaba demasiado rapido por lo que  no se lograba la buena comprension de la materia.,negativo
Me gusta que nos motive a estar informados de lo que esta pasando en el mundo en diferentes ambitos,positivo
explica la materia con muchos ejemplos lo que hace mas facil comprender,positivo
Un muy buen profesor.,positivo
exelente profesora da ejemplos deja todo muy bien claro,positivo
es un persona confiable,positivo
ninguno,neutro
aplicacion de mas horas con con diferentes tipos de software en el ramo,negativo
Buena profesora,positivo
SUGIERO QUE LAS clases SEAN MaS Didacticas,negativo
Demasiada materia para un semestre,negativo
muy buenas clases,positivo
muy simpatico y buen profesor,positivo
ninguno,neutro
Que organice mejor los contenidos en el tiempo lectivo del alumno.,negativo
El profesor demuestra interes y buena disposicion en todo momento hacia sus estudiantes. Entrega un metodo de aprendizaje personalizado.,positivo
buen profe,positivo
Buen profesor,positivo
"es un profesor que tiene bastante dominio del tema, lo ùnico malo que no entrega las notas a tiempo",negativo
Todo bien,positivo
"Mu buen profesor,nada malo que decir sobre el responzable, empatico",positivo
"Es un muy buen profesor, pero debiera dedicar mayor tiempo a los ramos y cumplir con las actividades programadas en el inicio de la asignatura.",negativo
pesimo,negativo
"Excelente profesor. Solo pido de manera respetuosa, a modo de estudiante que se utilicen audios mas claros, y a menor velocidad de reproduccion, en el certamen.",neutro
Excelente profesora,positivo
cumplir plazos de entrega de calificaciones,negativo
Su clase es interesante y la forma en que evalua permite hacer uso de los conocimientos adquiridos.,positivo
"Buen profesor, aunque podria mejorar su forma de ensenanza",negativo
me gustaron sus actividades,positivo
que envie todo el material que se pasa en clases.,negativo
Posee un dominio excepcional de los contenidos,positivo
Realiza un buen trabajo con distintas estrategias de aprendizaje,positivo
que le de mayor dinamismo a la clase,negativo
Buen profesor,positivo
Sin comentarios,neutro
Muy buen profesor.,positivo
"profesora con trastornos de personalidad, metodos de evaluacion extranos, ya que no se ajustan a sus pautas, por ejemplo pone el puntaje que quiere en cada item, aunque la respuesta este correcta. Es un poco agresiva para debatir, no cumple reglamento ubb",negativo
Buena profesora,positivo
Clases entretenidas.,positivo
"Buen profesor, ensena bien",positivo
"me parecen las clases dinamicas e interesantes, la manera de ir descubriendo tecnicas y un mejor desarrollo en la computacion.",positivo
ninguno,neutro
sin comentarios,neutro
seria bueno que la clase no solo fuera la lectura de las diapositivas que trae el profesor ya que podria implementar analisis de casos en grupo para que el aprendizaje fuera mas significativo y logre llamar nuestra atencion,negativo
"no existe instancia de comunicacion, informacion o muestras de avances con el departamento",negativo
"Excelente profesor, muy paciente y explica de maravilla, espero siga asi.",positivo
"Excelente docente, dominio total de los temas y muy bien ejemplificados.",positivo
Atento a las dudas.,positivo
Un poco acelerado al momento de presentar y explicar los contenidos,negativo
"Muy buen docente, claridad en los contenidos.",positivo
"El profesor, demuestra manejo de conocimiento, pero en ocaciones la manera de explicar no es la adecuada generando confusion entre los estudiantes. Ademas deberia distribuir sus clases teoricas y practicas de tal forma que los estudiantes se motiven.",negativo
Entrega mas rapida de evaluciones,negativo
Buena docente,positivo
BUENAS CLASES,positivo
Muy buena Docente,positivo
Materia en diapos o pdf.,neutro
"Excelente profesora, siga asi.",positivo
"Ninguna, no tuve clases con el",neutro
buen metodo de ensenanza,positivo
Realizar ejercicios mas complejos dentro del horario de clases,positivo
no tuve clases con el,neutro
mas organizacion con respecto a los contenidos,negativo
La capacidad de entrgar el contenido por problemas de audicion del recinto.,negativo
No tenia clases con el docente,neutro
no perder el tiempo con 15 ecuaciones y 15 incognitas,negativo
Asignatura provechosa de temas de interes y herramientas para el futuro laboral,positivo
llegar a la hora,negativo
Sin Comentarios,neutro
No es mi profesor,neutro
Ningun comentario,neutro
Es buena profesora,positivo
"Docente que demuestra un dominio de las materias vistas, dando oportunidades a los estudiantes para demostrar lo aprendido  en cada clase",positivo
Deberia replantear su vocacion de profesor,negativo
"Gran profesor, dedicado a sus alumnos, solo me gustaria que se dedicara mas en la revision de los certamenes",neutro
clase mas dinamica,negativo
Hacer las cosas bien,negativo
No aplica,neutro
buen docente,positivo
hacer mas dinamicas las clases,negativo
Se da el tiempo de explicar todos los detalles de los problemas de su asignatura,positivo
Excelente docente,positivo
presta ayuda cuando se necesita,positivo
Ser mas didactico,negativo
Muy buena disposicion del profesor para responder dudas de la asignatura,positivo
el mejor profe,positivo
Profesor excelente,positivo
siga asi,positivo
Falta que realice mas clases en laboratorio de computacion,negativo
buena profesora,positivo
Se puede apreciar en sus clases la pasion del profesor por el ramo,positivo
integrar otro medio de evaluacion,negativo
una sala mas grande,negativo
mejorar plazos de entrega de notas,negativo
Considero que es el mejor profesor que tuve este semestre y espero poder encontrarlo en otras asignaturas de mi carrera.,positivo
"Siento que a veces no es muy buena la idea de basarse solo en presentaciones ppt porque la mayoria de los alumnos no aprende del todo, siento que deberian utilizarse igual mejor los tiempos",negativo
"Es un buen profesor, lo que explica se entiende claramente",positivo
"buena profe, pero exigente",positivo
Entregar las calificaciones en los plazos establecidos reglamentariamente,negativo
Profesora que se maneja en epidemiologia y comparte experienciad en base a ello,positivo
Falto alguna actividad mas didactica.,negativo
Clases muy dinamicas,positivo
no tuve clases con el profesor,neutro
Motivador,positivo
mayor respeto con los estudiantes,negativo
"Se sugiere utilizar otros colores para las diapositivas expuestas en clases. Fuera de eso, considero que la clase esta muy bien lograda por el profesor.",negativo
mejor trato hacia el estudiante,negativo
en general bien pero falta flexibilidad y mayor tiempo para realizar trabajos,negativo
muy buen profesor,positivo
agradecer por las instancias que se dieron para conocer a mis companeros pero encuentro que alargar tanto el ramo es inecesario y una perdida de tiemp.,positivo
sdasda,neutro
sin comentario,neutro
Sin comentarios,neutro
Profundizar materias mas dificiles,negativo
Las guias del laboratorio a veces no son muy claras en cuanto a las instrucciones,negativo
excelente profesor,positivo
Entregue las calificaciones a tiempo,negativo
"Ensena bastante bien, lamentablemente se nota que no tiene el tiempo suficiente para ser profesor y jefe de carrera al mismo tiempo. Los resultados de las evaluaciones son entregados muy por sobre el plazo y habia mucha recuperacion de clases.",negativo
"En general un profesional con mucha experiencia en el rubro, sin embargo carece de autoridad en el aula, manifestandose aquello en la poca atencion prestada por parte del curso hacia el",negativo
buena profesora.,positivo
Mas guias de trabajo,negativo
explicar y ensenar los contenidos que se veran en el laboratorio,negativo
Buena docente,positivo
Tiende a cerrarse en sus pensamientos en ciertos temas,negativo
nada que decir,neutro
seco,positivo
el profesor realiza comentarios inapropiados como piropos que me hicieron sentir incomoda durante su clase.,negativo
Que sus clases sean mas teoricas y menos experiencias de vida,negativo
excelente profesora,positivo
No hay referencia,neutro
Muy buenas explicaciones,positivo
Buena profesora,positivo
Buen profe,positivo
excelente profesor,positivo
Su clase a veces se hace monotona,negativo
me costo entenderlo,negativo
Gran dominio de temas y gran ambiente de trabajo,positivo
ninguno,neutro
seriedad con su trabajo lo cual ayuda en la responsabilidad del alumno,positivo
Sigue muy al pie de la letra el programa entregado,positivo
"La mayoria de las clases era solo pasar materia, falto hacer mas ejercicios con tal de comprender de mejor forma la materia",negativo
Excelente,positivo
muy buena profesora excelente disposicion para atender a los alumnos el unico detalle es su atraso para entregar las notas,positivo
no tengo comentarios,neutro
Profesora que motiva la ida a clases. Sus clases son buenas pero podrian ser mas didacticas,positivo
Mejorar la retroalimentacion de los ejercicios de guias,positivo
"Muy fome, siempre me da sueno.",negativo
no tengo ningun comentario,neutro
"Profesor que busca tecnicas didacticas para ensenar, por lo demas siempre preocupado por la entrega de material de apoyo. La unica sugerencia es aumentar un poco el volumen de voz al realizar las clases.",positivo
ninguno,neutro
No se quien es gilda,neutro
ninguna,neutro
"Muy amable y alegre, pero demasiado desorganizada, aunque tal vez fue tambie desorganizacion de la asignatura. A veces no explica bien los trabajos a desarrollar y la clase sigiente pide el trabajo en totalidad.",negativo
cumple con el trabajo pedagogico y eso genera espacios constructivos,positivo
mas tolerancia,negativo
Bacan el loco,positivo
No es mi profesora,neutro
Clases muy entretenidas a las cuales asisti siempre y comprendi todo lo que la profesora explicaba.,positivo
Algunos trabajos no fueron bien explicados.,negativo
No tuve clases con el,neutro
que las clases fueran mas didactas,negativo
menos test,negativo
deberia hacer clases mas didacticas,negativo
buena docente,positivo
le falta un poco de mas seguridad ante los alumnos,negativo
clases acordes al programa,negativo
Da el tiempo para que los alumnos puedan entender,positivo
no se,neutro
No me hizo clases,neutro
Buena disposicion,positivo
"Excelente profesor, buena disposicion a ensenar, es muy claro a la hora de pasar sus contenidos",positivo
"es una gran profesora, si bien es extricta en comparacion a otros porfesores, ella se preocupa de que no solo te aprendas la materia sino que la puedas entender y aplicar y llegar a ser un buen ingeniero comercial, se nota que sabe lo que ensena",positivo
"Super buen profesor, la verdad si tenia dudas, pidia acercarme sin miedo o verguenza a preguntarle cosas... siento que aprendi mucho con el...",positivo
"Buen profesor,ayuda a mejorar los informes",positivo
Podria subir las diapositivas a la plataforma como material de apoyo y realizar mas ejemplos en la clase,negativo
Buena profesora,positivo
mal profesor,negativo
la mejor profesora de ingles,positivo
"Gran academico, una suerte tenerlo por profesor. Cercano, preocupado no solo por el aspecto academico, sino tambien personal de sus estudiantes.",positivo
buen profe,positivo
Sociable,neutro
Muy buen profesor.,positivo
Que deberia tener un horario de consulta aparte de las horas de clases,negativo
Explica muy rapido la materia y realiza los ejercicios muy desordenado,negativo
buen electivo,positivo
Se entiende,positivo
siga asi profesor,positivo
Escasa interactividad con los estudiantes,negativo
Mas juegos,negativo
Buen profesor,positivo
Sin sugerencias,neutro
"buen profesor y entrega las calificaciones a la velocidad de la luz, bueno, un poco menos.",positivo
"Existe claridad en el planteamiento de como debemos afrontar nuestra practica profesional, sabiendo a quienes debemos acudir ante una eventual problematica que presente; siempre haciendo enfasis en que mas que aprender, somos un aporte para la empresa.",positivo
muy buen profesor,positivo
Profesor muy agradable,positivo
Buen profesor y entrega de forma correcta la materia,positivo
"Nada que decir, excelente docente, posee gran conocimiento y una gran paciencia para ensenar y responder dudas via correo, clases didacticas y es muy comprensiva en diversas situaciones",positivo
todo bien,positivo
Presenta gran dominio en el tema,positivo
Deberia ser profesora de la escuela de educacion fisica,positivo
Grande profe,positivo
"Debe mejorar en muchos aspectos en cuanto a saber ser un docente, no debe competir con los alumnos, sino ayudarlos.",negativo
no es cercano con los estudiantes,negativo
Profesor que maneja los contenidos y da ejemplos utiles para enteder lo visto en clase.,positivo
muy bien desarrollada la clase,positivo
deberia considerar un mayor grado de compromiso con el trabajo del taller y una mejor coordinacion con el profesor que lo acompana.,negativo
Tiene buena metodologia de ensenanza,positivo
Excelente clase.,positivo
buen profesor,positivo
profesor didactico y maneja la materia,positivo
En ciertas ocasiones no queda claro el enfoque de cada contenido ensenado.,negativo
me gustan sus clases ya que son muy didacticas,positivo
"Excelente profesora, dispuesta a ensenar de forma practica os contenidos del ramo",positivo
Excelente profesor,positivo
Sin sugerencias,neutro
"Buen profesor, explica muy bien los contenidos",positivo
"Profesor, hace muy buenas clases y se nota que sabe mucho, pero creo que las evaluaciones debiesen exigir mas, a mi parecer es demasiado facil",positivo
BUENISIMAS SUS CLASES,positivo
Buen Profesor,positivo
"Buen profesor, pero deberia crear instancias de retroalimemtacion con las evaluaciones.",positivo
Un ramo bastante interesante que se complementar con el diario vivir,positivo
Simpatico,positivo
"conforme en la mayoria de los aspectos, falta trabajar mas al momento de reconocer errores como es en el caso de una pregunta mal redactada, donde uno responde descuerdo a la pregunta citada y el profesor espera descuerdo a lo que el queria",positivo
"Es puntual, y pide puntualidad. Le gusta saber la opinion de los alumnos y lo que saben.",positivo
Sin sugerencias.,neutro
no hay sugerencias ya que hay conformidad con la asignatura,positivo
necesita una sala que sea definitiva,negativo
bueno para utilizar la historia en el desarrollo de su clase,neutro
"Como persona es un siete, nos ofrece respeto, libertad, y acepta las criticas de buena manera, pero sus clases son muy monotonas y sus certamentes son solo memoria, lo cual no genera un conocimiento que perdure mas alla de unas dos semanas",positivo
GRACIAS POR TODO LO APRENDIDO,positivo
"Es un profesor que conoce muy bien los contenidos, y los ensena siempre pensando en que nosotros seremos futuros docentes y utilizaremos los contenidos vistos.",positivo
"Buena metodologia de aprendizaje y excelente exposicion de los contenidos,  tanto en lo teorico como lo practico.",positivo
que ponga las notas en sus fechas correspondientes.,positivo
"que siga asi como es, con la simpatia que la caracteriza",positivo
"Excelente docente, comprometida con su trabajo y estudiantes",positivo
Busca metodos para que las  clases sean mas dinamicas,positivo
"La docente contextualiza muy poco en relacion al plano pedagogico. No aprendi sobre la realizacion de una obra teatral, lo que no me parecio adecuado en funcion del nombre que lleva la asignatura Taller de expresion teatral.",positivo
Profesor con amplio dominio en el area estructural e hidraulica,positivo
"Es buena profesora, sus contenidos quedan claros y los metodos de ensenanza soy los idoneos.",positivo
Deberia pasar asistencia pq nadie va a su clase,negativo
ser mas didactica y tener dominio de curso,negativo
su avanzada edad limita su capacidad de desempenar en forma correcta su trabajo,negativo
Promover la confianza en el estudiante para consigo mismo,positivo
Nada que comentar.,neutro
"No la conozco, no me hizo clases.",neutro
excelente profesora,positivo
Se explica muy bien pero el ambiente es demasiado tenso,positivo
llegar a la hora asignada a clases,negativo
muy buen profesor,positivo
Tienes clases buenas,positivo
Sus clases son monotonas y sus metodos anticuados,negativo
"Responsable, explica de buena forma la materia, entre notas a plazo correspondiente y resuelve dudas siempre que uno lo necesite",positivo
Profesor agradable y muy claro en sus explicaciones,positivo
mas modulacion,negativo
que sus clases sean mas especificas,negativo
faltan clases mas didacticas,negativo
"profesora que posee poca voluntad con los estudiantes, que se refiere en ocasiones denigrandolos por sus condiciones y ademas entrega evaluaciones con instrucciones que no son claras.",negativo
Profesor con una buena disposicion para explicar y repetir el contenido,positivo
Curso online muy interesante y que aporta una importante informacion a los futuros profesionales,positivo
Muchas evalaciones para un mismo trabajo agotan al estudiante.,negativo
muy comprensiva,positivo
"Falta mas responsabilidad como profesor, sabe mucho, no se discute eso, pero falla un poco en la labor de profesor.",negativo
"no tengo sugerencias ni comentarios, la asignatura fue bien desarrollada",positivo
todo bien,positivo
"Considero que e profesor demuestra mucha seguridad a la hora de impartir las clases y su demuestra que su objetivo es que todos aprendan, le da oportunidades a los alumnos.",positivo
excelente profesor,positivo
Sin comentarios ni sugerencias.,neutro
Mas claridad al dar instrucciones,positivo
Excelente profe.,positivo
"Buen profesor en general, se maneja con los temas de aprendizaje, explica claramente hasta que todos llegaramos a comprender los contenidos.",positivo
Me gustan sus clases,positivo
clses muy dinamicas,negativo
No ser tan testarudo,negativo
Muy responsable y organizada,positivo
que la forma de aprendisaje sea distinta,negativo
Las evaluaciones son dinamicas y facilitan el aprendizaje.,positivo
no hay comentarios,neutro
"buen profesor, solo un poco lento con los contenidos",negativo
buen profe,positivo
clases muy practicas llenas de ejemplos,positivo
alguna forma de aviso que no sea ese correo institucional :(((,negativo
hace falta que los certamenes sean un poco mas parecidos a los ejercicios hechos en clases,negativo
"Profesora segura al momemto de ensenar el contenido, atenta y siempre con disposicion para aclarar dudas y comprometida.",positivo
"Muy buena profesora, responsable",positivo
Muy buena profesora,positivo
No me hizo clases,neutro
Generar mas participacion de parte de los estudiantes.,positivo
Docente muy exigente en cuanto a las materias que dicta,negativo
Bien,positivo
No tengo sugerencias ni comentarios,neutro
"comprometido con la ensenanza de cada alumno, pero sus clases deben ser mas integradoras y didacticas",negativo
Sea mas buena onda.,negativo
"Buena profesora, ojala su salud mejore",positivo
Buena profesora,positivo
"Buena docente, buen contenido para el programa",positivo
Es un docente muy aplicado,positivo
Excelente desempeno,positivo
"muy buena profesional, totalmente recomendable.",positivo
clases mas dinamicas,negativo
Centrarse mas en aprender y no en memorizar a la hora de efectuar las evaluaciones,negativo
Muy buen profesor. Da confianza a los alumnos y ensena bastante bien.,positivo
Profesora dedicada,positivo
"Don francisco, es una persona con un caracter heterogeneo por lo tanto no da la confianza para generar una instancia de confianza para preguntar, pues a veces es poco asertivo para decir las cosas.Ademas la teoria es la misma todos los anos.",positivo
"Muy buena persona y profesora, gracias por aportarnos conocimientos a nuestro desarrollo personal.",positivo
no hay sugerencias,neutro
"Buena docente, sin comentarios.",positivo
Mas tiempo para entregar informes,negativo
No tengo comentarios,neutro
sin comentarios,neutro
explica muy bien,positivo
hacer mas ejercicios en clases,negativo
explicar mas,negativo
siempre entrega una informacion clara y de acuerdo a lo necesario para cada alumno,positivo
Utilice mas material didactico,negativo
"Buena profesora, falta mas cercania con alumnos",negativo
buen profe y preocupado por sus estudiantes,positivo
Docente flexible en el trato con estudiantes con situaciones diferentes (estudios en el extranjero),positivo
"Excelente profesor, didactico, practico y claro a la hora de ensenar.Crea un ambiente de confianza y amabilidad a la hora de consultas, felicidades.",positivo
buena profesora,positivo
Buena profesora en General,positivo
excelente,positivo
"No tengo ningun comentario, encontre todo bien",positivo
Buena disposicion al explicar,positivo
Organizarse mejor,negativo
"Las clases un poco mas lentas, para los que nos cuesta la materia",negativo
"Tiene un buen manejo del tema, sabe explicar y logra que los estudiantes entiendan el tema, por muy dificil que sea.",positivo
No hay comentarios,neutro
"ninguna sugerencia, excelente profesor",positivo
Muy buen aporte al taller,positivo
"excelente profesora, planifica sus clases y se esmera por entregar sus experiencias para que las relacionemos con lo que tendremos que enfrentar en el ejercicio de la profesion",positivo
"A la verdad que bueno que se de esta instancia de evaluacion docente. Ya que este es un tipo de profesor que hace lo que quiere y que llega con aires de Dios imponiendo su autoridad con metodos arcaicos, sin pensar en el real aprendizaje del los alumnos.",negativo
una profesora didactica con sus clases,positivo
Que suba el material de apoyo de clases a las plataformas,negativo
Piola,positivo
"Es un ramo importante dentro de la carrera, sin embargo, el expositor no es el adecuado",negativo
Necesita mas exigencia con la asistencia.,negativo
Realizar mas ejercicios en clases .,positivo
Sin sugerencia,neutro
"Tiene una manera de realizar las clases muy dinamica, en la que motiva a los alumnos a querer asistir a sus clases",positivo
"muy responsables, y respeta a los demas,",positivo
"Profesor que siempre atiende alumnos en su oficina, explica de manera clara, clases practicas y dinamicas",positivo
"No hay sugerencias, las clases son excelentes.",positivo
Ninguna,neutro
Ninguna,neutro
Excelente dominio del idioma,positivo
Extensas clases sin tiempo para procesar la informacion,negativo
Se centra en un solo tema todo el semestre y no nos ensena plataformas que si nos ayudaria como excel,negativo
a modo de comentario que ojala para la proxima vez que trate de ser mas claro a la hora de evaluar y puntual a la hora de entregar las calificaciones,negativo
buenas clases pero hubiese preferido un horario mas flexible y no 2 clases seguidas,negativo
Excelente docente,positivo
Hola,neutro
profesor que cumple con lo establecido,positivo
muy buenas clases,positivo
"Buen profesor, explica bien y me gusta que pida opiniones o que cuenten las experiencias durante el proceso de un trabajo",positivo
NUNCA HE TENIDO CLASES CON eL,neutro
Mejorar puntualidad.,positivo
excelente profesora,positivo
"creo que sus clases necesitan una mayor planificacion no es posible que se ocupen tres clases leyendo un articulo en un diario, por ultimo deberiamos leerlo en casa y comentarlo en clases. Tambien en relacion a las actividades, un juego es para 15 min.",negativo
Excelente docente.,positivo
"Es una buena profesora, aunque podria tratar de explicar un poco mejor la materia",negativo
buen uso de su pedagogia,positivo
profesora muy comprensiva,positivo
Profesora muy directa y con ideas muy claras,positivo
Ninguno,neutro
"Muy buen profesor,un gusto haber sido su alumno.",positivo
Ninguna.,neutro
excelente docente,positivo
muy buen profesor,positivo
Demuestra un dominio sobre los conocimientos que nos ensena con una perspectiva desde el mundo laboral. Ademas de tener siempre buena disposicion para apoyar a los alumnos con sus inquietudes sean de su ramo o no. Se le respeta como profesional.,positivo
Muy buen profesor,positivo
seguir asi,positivo
no tengo comentarios,neutro
poco tiempo para el ultimo proceso de realizacion de la techumbre,negativo
